Min_hr,Max_hr,Mean_hr,Men_acc_sqrt,Min_acc_x,Max_acc_x,Mean_acc_x,Min_acc_y,Max_acc_y,Mean_acc_y,Min_acc_z,Max_acc_z,Mean_acc_z,Etiquetas binarias,Etiquetas multiclase,ID
61.0,63.0,62.0,1.0,0.05,0.05,0.05,0.34,0.35,0.35,-0.94,-0.94,-0.94,0.0,5.0,0.0
60.0,62.0,61.17,1.0,0.41,0.42,0.41,-0.36,-0.35,-0.36,-0.84,-0.84,-0.84,0.0,0.0,0.0
67.0,68.0,67.83,1.0,-0.28,-0.27,-0.27,0.34,0.34,0.34,-0.91,-0.9,-0.9,0.0,0.0,0.0
66.0,67.0,66.5,1.0,0.09,0.1,0.09,0.22,0.22,0.22,-0.98,-0.97,-0.97,0.0,5.0,0.0
65.0,70.0,66.67,1.0,-0.17,-0.17,-0.17,0.06,0.07,0.07,-1.0,-0.98,-0.99,0.0,5.0,0.0
70.0,74.0,71.67,1.0,0.06,0.12,0.09,0.19,0.3,0.22,-1.05,-0.89,-0.97,0.0,0.0,0.0
61.0,66.0,63.33,1.0,-0.26,-0.25,-0.25,-0.47,-0.47,-0.47,-0.86,-0.84,-0.85,0.0,0.0,0.0
64.0,69.0,66.57,1.0,-0.24,-0.24,-0.24,-0.17,-0.17,-0.17,-0.96,-0.95,-0.96,1.0,2.0,0.0
59.0,90.0,65.33,1.0,0.07,0.08,0.07,-0.02,-0.01,-0.01,-1.0,-0.99,-1.0,1.0,2.0,0.0
61.0,63.0,61.83,1.0,-0.27,-0.26,-0.26,0.3,0.3,0.3,-0.92,-0.92,-0.92,1.0,2.0,0.0
61.0,70.0,64.8,1.0,-0.26,-0.26,-0.26,0.3,0.3,0.3,-0.92,-0.91,-0.92,1.0,1.0,0.0
68.0,71.0,69.33,1.0,-0.27,-0.27,-0.27,0.32,0.34,0.33,-0.91,-0.9,-0.91,1.0,2.0,0.0
69.0,71.0,70.0,1.0,0.31,0.38,0.34,-0.35,-0.19,-0.3,-0.94,-0.87,-0.89,1.0,1.0,0.0
72.0,74.0,73.0,1.0,-0.24,-0.24,-0.24,-0.17,-0.16,-0.17,-0.96,-0.96,-0.96,1.0,2.0,0.0
65.0,68.0,66.5,1.0,0.08,0.08,0.08,0.02,0.03,0.02,-1.0,-1.0,-1.0,1.0,3.0,0.0
70.0,71.0,70.67,1.0,-0.0,0.01,0.0,-0.0,0.06,0.05,-1.0,-0.99,-1.0,1.0,2.0,0.0
65.0,68.0,66.67,1.0,0.32,0.33,0.32,-0.0,0.0,0.0,-0.95,-0.95,-0.95,1.0,2.0,0.0
68.0,68.0,68.0,1.0,-0.27,-0.26,-0.26,0.3,0.3,0.3,-0.92,-0.91,-0.92,1.0,2.0,0.0
63.0,67.0,65.5,1.0,0.07,0.07,0.07,0.03,0.03,0.03,-1.0,-1.0,-1.0,1.0,1.0,0.0
70.0,75.0,72.5,1.0,0.32,0.33,0.32,-0.0,0.0,0.0,-0.95,-0.94,-0.95,1.0,2.0,0.0
72.0,78.0,75.33,1.0,-0.24,-0.24,-0.24,-0.17,-0.16,-0.17,-0.96,-0.95,-0.96,1.0,2.0,0.0
48.0,50.0,49.2,0.99,-0.58,-0.57,-0.57,0.19,0.21,0.2,-0.79,-0.78,-0.79,0.0,0.0,10.0
85.0,86.0,85.43,0.99,-0.36,-0.35,-0.36,-0.09,-0.07,-0.08,-0.93,-0.92,-0.92,0.0,5.0,10.0
73.0,82.0,77.2,1.0,0.56,0.58,0.57,-0.0,0.01,0.0,-0.83,-0.81,-0.82,0.0,5.0,10.0
45.0,49.0,47.0,1.0,0.56,0.58,0.57,0.01,0.02,0.01,-0.82,-0.81,-0.82,0.0,5.0,10.0
45.0,47.0,46.2,1.0,0.16,0.17,0.16,-0.24,-0.22,-0.23,-0.96,-0.95,-0.96,0.0,5.0,10.0
48.0,49.0,48.8,0.99,-0.58,-0.57,-0.58,0.2,0.21,0.2,-0.79,-0.78,-0.78,0.0,0.0,10.0
48.0,49.0,48.83,0.99,-0.58,-0.57,-0.57,0.19,0.21,0.2,-0.79,-0.78,-0.79,0.0,0.0,10.0
45.0,49.0,47.14,1.0,0.56,0.57,0.57,-0.0,0.01,0.0,-0.83,-0.82,-0.82,0.0,5.0,10.0
46.0,46.0,46.0,1.0,0.18,0.19,0.18,-0.23,-0.21,-0.22,-0.96,-0.95,-0.96,0.0,5.0,10.0
44.0,46.0,45.4,0.99,-0.35,-0.35,-0.35,-0.09,-0.08,-0.09,-0.93,-0.92,-0.93,0.0,5.0,10.0
45.0,47.0,45.83,1.0,0.56,0.58,0.57,0.01,0.02,0.01,-0.82,-0.81,-0.82,0.0,5.0,10.0
75.0,81.0,79.33,1.0,0.56,0.58,0.57,-0.0,0.0,-0.0,-0.83,-0.81,-0.82,0.0,5.0,10.0
50.0,50.0,50.0,0.99,-0.58,-0.57,-0.57,0.2,0.21,0.2,-0.79,-0.78,-0.78,0.0,0.0,10.0
44.0,44.0,44.0,0.99,-0.36,-0.35,-0.35,-0.09,-0.07,-0.08,-0.93,-0.92,-0.92,0.0,5.0,10.0
51.0,53.0,51.8,1.0,-1.04,-0.08,-0.41,-1.04,0.42,-0.09,-1.69,0.13,-0.85,0.0,0.0,10.0
47.0,48.0,47.43,0.99,-0.43,-0.42,-0.43,0.01,0.03,0.02,-0.9,-0.89,-0.9,0.0,0.0,10.0
46.0,48.0,47.2,1.0,0.18,0.19,0.19,-0.23,-0.21,-0.22,-0.96,-0.95,-0.95,0.0,5.0,10.0
50.0,55.0,52.2,0.99,-0.47,-0.46,-0.47,0.0,0.02,0.01,-0.88,-0.87,-0.88,0.0,5.0,10.0
47.0,50.0,47.86,0.99,-0.36,-0.35,-0.35,-0.09,-0.07,-0.08,-0.93,-0.92,-0.93,0.0,5.0,10.0
52.0,54.0,53.4,0.99,-0.91,-0.44,-0.72,-0.7,0.54,-0.16,-1.02,0.01,-0.37,0.0,0.0,10.0
49.0,49.0,49.0,0.99,-0.58,-0.57,-0.57,0.2,0.21,0.2,-0.79,-0.78,-0.78,0.0,0.0,10.0
44.0,48.0,46.67,1.0,0.55,0.6,0.57,-0.08,0.07,0.01,-0.86,-0.78,-0.82,1.0,2.0,10.0
46.0,47.0,46.8,1.0,0.57,0.58,0.57,0.0,0.01,0.0,-0.82,-0.81,-0.82,1.0,2.0,10.0
44.0,46.0,45.0,1.0,0.21,0.22,0.21,-0.23,-0.21,-0.22,-0.95,-0.94,-0.95,1.0,2.0,10.0
46.0,47.0,46.5,1.0,0.42,0.44,0.43,-0.17,-0.15,-0.16,-0.9,-0.88,-0.89,1.0,1.0,10.0
46.0,47.0,46.83,1.0,0.42,0.43,0.42,-0.17,-0.16,-0.16,-0.89,-0.88,-0.89,1.0,2.0,10.0
47.0,49.0,47.5,1.0,0.57,0.58,0.58,0.0,0.01,0.01,-0.82,-0.81,-0.82,1.0,2.0,10.0
47.0,48.0,47.5,0.99,-0.48,-0.47,-0.47,-0.12,-0.09,-0.11,-0.87,-0.86,-0.87,1.0,2.0,10.0
43.0,49.0,46.33,0.99,-0.45,-0.44,-0.45,0.06,0.08,0.07,-0.89,-0.88,-0.88,1.0,3.0,10.0
47.0,50.0,49.33,0.99,-0.58,-0.57,-0.58,0.19,0.21,0.2,-0.79,-0.78,-0.78,1.0,2.0,10.0
49.0,52.0,49.83,1.0,0.42,0.43,0.42,-0.17,-0.16,-0.16,-0.89,-0.88,-0.89,1.0,2.0,10.0
43.0,45.0,43.83,0.99,-0.48,-0.47,-0.47,-0.12,-0.09,-0.11,-0.87,-0.86,-0.87,1.0,2.0,10.0
64.0,72.0,68.17,1.0,0.57,0.58,0.58,0.0,0.01,0.01,-0.82,-0.81,-0.82,1.0,3.0,10.0
47.0,49.0,48.17,1.0,-0.06,-0.06,-0.06,-0.64,-0.63,-0.64,0.77,0.77,0.77,1.0,2.0,10.0
49.0,50.0,49.33,0.99,-0.58,-0.57,-0.57,0.14,0.16,0.15,-0.8,-0.79,-0.8,1.0,2.0,10.0
48.0,49.0,48.2,0.99,-0.47,-0.46,-0.46,0.01,0.02,0.01,-0.88,-0.87,-0.88,1.0,3.0,10.0
46.0,46.0,46.0,1.0,0.2,0.22,0.21,-0.23,-0.21,-0.22,-0.96,-0.94,-0.95,1.0,2.0,10.0
47.0,48.0,47.83,0.99,-0.47,-0.46,-0.46,0.0,0.02,0.01,-0.88,-0.87,-0.88,1.0,3.0,10.0
47.0,48.0,47.57,1.0,-0.17,-0.13,-0.16,0.82,0.93,0.83,-0.54,-0.47,-0.53,1.0,2.0,10.0
49.0,49.0,49.0,1.0,-0.16,-0.13,-0.15,0.82,0.85,0.83,-0.54,-0.51,-0.54,1.0,2.0,10.0
47.0,48.0,47.6,0.99,-0.72,0.13,-0.46,-0.2,0.68,-0.09,-1.0,-0.7,-0.86,1.0,2.0,10.0
48.0,48.0,48.0,1.0,-0.06,-0.06,-0.06,-0.65,-0.64,-0.64,0.76,0.77,0.76,1.0,2.0,10.0
44.0,45.0,44.8,0.99,-0.45,-0.44,-0.45,0.06,0.08,0.07,-0.89,-0.88,-0.88,1.0,2.0,10.0
80.0,82.0,80.67,0.99,-0.53,-0.53,-0.53,-0.59,-0.58,-0.58,-0.61,-0.6,-0.61,0.0,5.0,22.0
78.0,91.0,85.67,0.99,-0.53,-0.52,-0.53,-0.59,-0.58,-0.59,-0.61,-0.6,-0.6,0.0,5.0,22.0
90.0,92.0,90.6,0.99,-0.4,-0.39,-0.39,-0.09,-0.08,-0.08,-0.91,-0.91,-0.91,0.0,0.0,22.0
79.0,81.0,80.29,1.01,-0.84,0.95,0.22,0.11,1.19,0.64,-1.05,0.68,-0.29,0.0,5.0,22.0
81.0,84.0,82.17,1.0,-0.6,-0.59,-0.6,-0.78,-0.77,-0.77,-0.2,-0.19,-0.19,0.0,5.0,22.0
90.0,92.0,91.2,0.99,-0.41,-0.39,-0.4,-0.08,-0.07,-0.08,-0.92,-0.9,-0.91,0.0,0.0,22.0
77.0,80.0,79.4,0.99,-0.54,-0.53,-0.53,-0.7,-0.69,-0.7,-0.47,-0.46,-0.46,0.0,5.0,22.0
77.0,91.0,83.4,1.0,-0.86,-0.52,-0.59,-0.85,-0.46,-0.68,-0.72,0.04,-0.37,0.0,5.0,22.0
86.0,87.0,86.29,1.0,-0.61,-0.6,-0.6,-0.77,-0.76,-0.77,-0.2,-0.18,-0.19,1.0,2.0,22.0
81.0,101.0,92.5,1.0,-0.64,-0.62,-0.63,-0.67,-0.67,-0.67,-0.39,-0.37,-0.38,1.0,2.0,22.0
79.0,81.0,80.0,0.99,-0.5,-0.49,-0.49,-0.73,-0.72,-0.72,-0.48,-0.47,-0.47,1.0,3.0,22.0
81.0,85.0,83.0,0.99,-0.65,-0.64,-0.65,-0.59,-0.58,-0.59,-0.49,-0.47,-0.48,1.0,2.0,22.0
78.0,85.0,81.6,1.0,-0.64,-0.62,-0.63,-0.68,-0.67,-0.67,-0.39,-0.37,-0.38,1.0,3.0,22.0
76.0,83.0,80.67,0.99,-0.55,-0.54,-0.54,-0.38,-0.37,-0.38,-0.75,-0.74,-0.75,1.0,2.0,22.0
73.0,79.0,75.5,0.99,-0.52,-0.51,-0.52,-0.68,-0.67,-0.68,-0.52,-0.51,-0.51,1.0,2.0,22.0
77.0,90.0,82.33,0.99,-0.53,-0.52,-0.53,-0.68,-0.67,-0.68,-0.51,-0.49,-0.5,1.0,1.0,22.0
85.0,88.0,86.17,1.0,-0.61,-0.59,-0.6,-0.77,-0.77,-0.77,-0.2,-0.19,-0.19,1.0,2.0,22.0
79.0,84.0,81.17,0.99,-0.51,-0.5,-0.5,-0.68,-0.67,-0.68,-0.53,-0.52,-0.52,1.0,3.0,22.0
75.0,78.0,75.67,0.99,-0.51,-0.5,-0.5,-0.68,-0.68,-0.68,-0.53,-0.51,-0.52,1.0,3.0,22.0
76.0,80.0,78.5,0.99,-0.5,-0.49,-0.49,-0.73,-0.72,-0.72,-0.47,-0.46,-0.47,1.0,3.0,22.0
78.0,82.0,80.2,0.99,-0.64,-0.53,-0.57,-0.72,-0.65,-0.68,-0.49,-0.29,-0.44,1.0,3.0,22.0
58.0,59.0,58.6,0.99,-0.04,-0.04,-0.04,0.45,0.45,0.45,-0.89,-0.88,-0.88,0.0,0.0,26.0
59.0,60.0,59.17,0.99,-0.04,-0.03,-0.03,0.51,0.51,0.51,-0.86,-0.85,-0.85,0.0,0.0,26.0
59.0,65.0,62.83,1.0,0.4,0.41,0.4,0.46,0.48,0.47,-0.8,-0.78,-0.79,0.0,0.0,26.0
59.0,63.0,60.33,1.0,0.4,0.4,0.4,0.45,0.47,0.46,-0.8,-0.78,-0.79,0.0,0.0,26.0
61.0,67.0,63.17,0.99,-0.01,-0.0,-0.0,0.3,0.31,0.3,-0.95,-0.94,-0.95,0.0,5.0,26.0
57.0,59.0,58.5,0.99,-0.04,-0.03,-0.03,0.51,0.52,0.51,-0.85,-0.84,-0.85,0.0,0.0,26.0
54.0,76.0,64.67,0.99,-0.04,-0.04,-0.04,0.44,0.45,0.45,-0.89,-0.88,-0.88,1.0,2.0,26.0
64.0,65.0,64.17,0.99,-0.05,-0.03,-0.04,0.46,0.47,0.47,-0.88,-0.87,-0.87,1.0,3.0,26.0
62.0,63.0,62.33,0.99,-0.02,-0.02,-0.02,-0.05,-0.04,-0.05,-0.99,-0.98,-0.99,1.0,2.0,26.0
61.0,63.0,62.17,0.99,0.09,0.09,0.09,0.33,0.34,0.33,-0.93,-0.93,-0.93,1.0,2.0,26.0
63.0,72.0,66.67,0.99,0.06,0.09,0.07,-0.26,-0.09,-0.15,-1.02,-0.95,-0.97,1.0,2.0,26.0
64.0,65.0,64.29,0.99,-0.0,0.0,-0.0,0.31,0.31,0.31,-0.95,-0.94,-0.94,1.0,2.0,26.0
64.0,66.0,65.2,0.99,-0.01,0.0,-0.0,0.36,0.37,0.37,-0.93,-0.92,-0.92,1.0,2.0,26.0
64.0,65.0,64.67,0.99,0.08,0.09,0.09,-0.16,-0.16,-0.16,-0.98,-0.97,-0.97,1.0,2.0,26.0
60.0,62.0,60.86,0.99,-0.04,-0.04,-0.04,0.45,0.45,0.45,-0.89,-0.88,-0.88,1.0,2.0,26.0
63.0,63.0,63.0,0.99,-0.15,-0.14,-0.14,0.26,0.27,0.27,-0.94,-0.94,-0.94,1.0,2.0,26.0
63.0,68.0,65.5,0.99,0.06,0.09,0.08,-0.16,-0.12,-0.15,-0.99,-0.96,-0.98,1.0,2.0,26.0
82.0,86.0,85.0,0.99,0.06,0.07,0.07,0.14,0.15,0.14,-0.98,-0.98,-0.98,1.0,2.0,26.0
57.0,59.0,58.57,0.99,-0.04,-0.03,-0.04,0.45,0.45,0.45,-0.89,-0.88,-0.88,1.0,1.0,26.0
61.0,75.0,69.5,0.99,0.03,0.04,0.04,0.62,0.63,0.62,-0.78,-0.77,-0.77,1.0,2.0,26.0
61.0,66.0,63.29,0.99,-0.02,-0.02,-0.02,-0.05,-0.04,-0.05,-0.99,-0.98,-0.99,1.0,2.0,26.0
52.0,52.0,52.0,1.0,-0.05,-0.04,-0.04,-0.58,-0.57,-0.57,-0.82,-0.81,-0.82,0.0,5.0,15.0
59.0,71.0,64.0,1.0,-0.24,-0.23,-0.24,-0.56,-0.55,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
58.0,62.0,59.33,1.0,-0.49,-0.48,-0.48,0.27,0.27,0.27,-0.84,-0.83,-0.83,0.0,5.0,15.0
56.0,59.0,57.33,1.0,-0.04,-0.03,-0.04,-0.58,-0.56,-0.57,-0.83,-0.81,-0.82,0.0,5.0,15.0
59.0,61.0,59.5,1.0,0.08,0.08,0.08,-0.48,-0.47,-0.48,-0.88,-0.87,-0.88,0.0,5.0,15.0
62.0,77.0,67.4,1.0,-0.24,-0.04,-0.2,-0.7,-0.57,-0.62,-0.81,-0.71,-0.76,0.0,0.0,15.0
73.0,75.0,73.6,1.0,-0.32,-0.29,-0.31,0.55,0.6,0.58,-0.78,-0.75,-0.76,0.0,0.0,15.0
61.0,62.0,61.2,1.0,-0.25,-0.24,-0.25,-0.56,-0.54,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
57.0,66.0,60.83,1.0,-0.61,-0.58,-0.59,0.15,0.18,0.17,-0.8,-0.77,-0.79,0.0,0.0,15.0
66.0,85.0,70.4,1.0,-0.14,-0.11,-0.13,-0.72,-0.7,-0.71,-0.7,-0.68,-0.69,0.0,0.0,15.0
56.0,58.0,57.0,1.0,0.08,0.09,0.08,-0.45,-0.44,-0.45,-0.89,-0.89,-0.89,0.0,5.0,15.0
60.0,64.0,61.0,1.0,-0.13,-0.12,-0.13,-0.71,-0.7,-0.71,-0.7,-0.69,-0.69,0.0,0.0,15.0
57.0,59.0,58.17,1.0,-0.23,-0.22,-0.23,-0.56,-0.54,-0.55,-0.81,-0.8,-0.8,0.0,0.0,15.0
54.0,55.0,54.4,1.0,0.08,0.09,0.08,-0.45,-0.44,-0.45,-0.89,-0.89,-0.89,0.0,5.0,15.0
62.0,67.0,63.5,1.0,-0.0,0.01,0.01,-0.34,-0.33,-0.34,-0.95,-0.94,-0.94,0.0,0.0,15.0
53.0,57.0,55.83,1.0,-0.6,-0.59,-0.59,0.16,0.18,0.17,-0.8,-0.78,-0.79,0.0,0.0,15.0
60.0,65.0,61.0,1.0,-0.25,-0.24,-0.24,-0.56,-0.54,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
51.0,57.0,53.0,1.0,0.01,0.02,0.01,0.96,0.97,0.97,0.24,0.26,0.25,1.0,2.0,15.0
52.0,55.0,53.57,1.0,-0.18,-0.17,-0.18,0.34,0.35,0.34,-0.93,-0.92,-0.92,1.0,3.0,15.0
69.0,75.0,70.57,1.0,-0.07,-0.05,-0.06,-0.66,-0.64,-0.65,-0.76,-0.75,-0.75,1.0,2.0,15.0
71.0,73.0,71.83,1.0,-0.17,-0.16,-0.16,0.98,0.99,0.99,-0.03,-0.02,-0.03,1.0,1.0,15.0
65.0,69.0,66.67,1.0,-0.12,-0.11,-0.11,-0.56,-0.55,-0.55,-0.83,-0.82,-0.82,1.0,3.0,15.0
66.0,68.0,66.8,1.0,-0.3,-0.28,-0.29,-0.19,-0.16,-0.18,-0.96,-0.93,-0.94,1.0,3.0,15.0
64.0,65.0,64.5,1.0,-0.12,-0.11,-0.11,-0.57,-0.55,-0.56,-0.83,-0.82,-0.82,1.0,3.0,15.0
63.0,73.0,70.17,1.0,-0.6,-0.58,-0.59,0.17,0.18,0.17,-0.8,-0.78,-0.79,1.0,1.0,15.0
76.0,83.0,79.4,1.0,-0.07,-0.06,-0.06,-0.66,-0.65,-0.65,-0.76,-0.75,-0.75,1.0,2.0,15.0
60.0,63.0,62.2,1.0,-0.0,0.02,0.0,-0.31,-0.27,-0.3,-0.97,-0.95,-0.95,1.0,2.0,15.0
66.0,73.0,70.17,1.0,-0.07,-0.06,-0.06,-0.51,-0.5,-0.5,-0.87,-0.86,-0.86,1.0,2.0,15.0
52.0,54.0,53.2,1.0,-0.18,-0.17,-0.18,0.34,0.35,0.35,-0.93,-0.92,-0.92,1.0,3.0,15.0
64.0,68.0,65.5,1.0,-0.3,-0.29,-0.29,-0.17,-0.17,-0.17,-0.95,-0.94,-0.94,1.0,3.0,15.0
53.0,57.0,54.83,1.0,-0.06,-0.05,-0.06,-0.21,-0.2,-0.21,-0.98,-0.97,-0.98,1.0,2.0,15.0
60.0,60.0,60.0,1.0,0.0,0.01,0.01,-0.3,-0.29,-0.29,-0.96,-0.95,-0.96,1.0,2.0,15.0
51.0,58.0,53.83,1.0,-0.06,-0.03,-0.06,-0.21,-0.2,-0.2,-0.99,-0.97,-0.98,1.0,2.0,15.0
68.0,70.0,68.71,1.0,-0.07,-0.06,-0.06,-0.66,-0.64,-0.65,-0.76,-0.75,-0.76,1.0,2.0,15.0
64.0,65.0,64.4,1.0,-0.29,-0.29,-0.29,-0.18,-0.17,-0.17,-0.95,-0.94,-0.94,1.0,3.0,15.0
53.0,62.0,56.33,0.99,-0.61,-0.5,-0.57,-0.76,-0.34,-0.56,-0.79,-0.28,-0.55,0.0,0.0,25.0
55.0,59.0,57.0,1.0,-0.59,-0.55,-0.56,-0.71,-0.68,-0.7,0.4,0.44,0.43,0.0,5.0,25.0
65.0,65.0,65.0,1.0,-0.39,-0.38,-0.39,-0.73,-0.72,-0.73,0.56,0.56,0.56,0.0,0.0,25.0
52.0,53.0,52.83,0.99,-0.81,0.33,-0.42,-0.94,0.98,-0.25,-1.18,1.52,-0.55,0.0,0.0,25.0
47.0,48.0,47.83,1.0,-0.48,-0.48,-0.48,-0.71,-0.71,-0.71,0.51,0.51,0.51,0.0,5.0,25.0
51.0,53.0,51.67,1.0,-0.49,-0.48,-0.48,-0.71,-0.7,-0.7,0.51,0.52,0.52,0.0,5.0,25.0
48.0,50.0,49.0,1.0,-0.13,-0.13,-0.13,-0.97,-0.97,-0.97,0.18,0.19,0.18,0.0,5.0,25.0
55.0,56.0,55.4,0.99,-0.4,-0.39,-0.39,0.11,0.13,0.12,-0.91,-0.9,-0.9,0.0,0.0,25.0
57.0,61.0,58.8,0.99,-0.44,-0.43,-0.43,-0.41,-0.38,-0.39,-0.81,-0.79,-0.8,0.0,5.0,25.0
60.0,62.0,61.17,1.0,-0.65,-0.64,-0.65,-0.56,-0.55,-0.56,0.5,0.51,0.51,0.0,0.0,25.0
50.0,53.0,51.2,0.99,-0.42,-0.41,-0.42,-0.38,-0.36,-0.37,-0.82,-0.81,-0.82,0.0,5.0,25.0
50.0,51.0,50.83,1.0,-0.45,-0.44,-0.45,-0.71,-0.7,-0.71,0.53,0.54,0.54,0.0,5.0,25.0
53.0,56.0,54.4,0.99,-0.36,-0.34,-0.35,0.45,0.54,0.5,-0.81,-0.75,-0.79,0.0,0.0,25.0
78.0,85.0,81.17,1.0,-0.14,-0.13,-0.13,-0.97,-0.97,-0.97,0.18,0.19,0.19,0.0,5.0,25.0
