Min_hr,Max_hr,Mean_hr,Men_acc_sqrt,Min_acc_x,Max_acc_x,Mean_acc_x,Min_acc_y,Max_acc_y,Mean_acc_y,Min_acc_z,Max_acc_z,Mean_acc_z,Etiquetas binarias,Etiquetas multiclase,ID
67.0,69.0,67.67,1.0,0.32,0.33,0.32,-0.0,0.0,0.0,-0.95,-0.94,-0.95,1.0,2.0,0.0
67.0,68.0,67.5,1.0,0.68,0.69,0.69,-0.5,-0.49,-0.49,-0.54,-0.53,-0.54,1.0,2.0,0.0
85.0,96.0,93.33,1.0,0.32,0.32,0.32,-0.0,0.01,0.0,-0.95,-0.95,-0.95,1.0,2.0,0.0
64.0,70.0,66.83,1.0,0.08,0.09,0.08,0.03,0.03,0.03,-1.0,-0.99,-1.0,1.0,3.0,0.0
64.0,66.0,64.83,1.0,0.41,0.42,0.41,-0.36,-0.35,-0.36,-0.85,-0.84,-0.84,1.0,3.0,0.0
68.0,71.0,69.33,1.0,0.29,0.3,0.3,-0.17,-0.17,-0.17,-0.95,-0.94,-0.94,1.0,3.0,0.0
74.0,78.0,76.5,1.0,0.1,0.11,0.11,0.2,0.21,0.21,-0.98,-0.97,-0.97,0.0,5.0,0.0
69.0,70.0,69.5,1.0,-0.17,-0.17,-0.17,0.07,0.07,0.07,-0.99,-0.98,-0.98,0.0,5.0,0.0
65.0,66.0,65.67,1.0,0.09,0.09,0.09,0.22,0.22,0.22,-0.98,-0.97,-0.97,0.0,5.0,0.0
68.0,69.0,68.17,1.0,0.1,0.1,0.1,0.22,0.22,0.22,-0.98,-0.97,-0.97,0.0,5.0,0.0
67.0,68.0,67.6,1.0,0.09,0.09,0.09,0.22,0.23,0.22,-0.98,-0.97,-0.97,0.0,5.0,0.0
60.0,62.0,60.67,1.0,0.05,0.05,0.05,0.34,0.35,0.34,-0.94,-0.94,-0.94,0.0,5.0,0.0
63.0,64.0,63.33,1.0,0.05,0.05,0.05,0.34,0.35,0.35,-0.94,-0.94,-0.94,0.0,5.0,0.0
68.0,74.0,71.83,1.0,0.32,0.32,0.32,-0.0,0.0,0.0,-0.95,-0.95,-0.95,0.0,5.0,0.0
68.0,68.0,68.0,1.0,0.09,0.09,0.09,0.22,0.22,0.22,-0.98,-0.97,-0.97,0.0,5.0,0.0
59.0,60.0,59.17,1.0,0.05,0.05,0.05,0.34,0.35,0.35,-0.94,-0.93,-0.94,0.0,5.0,0.0
65.0,66.0,65.4,1.0,0.05,0.05,0.05,0.34,0.35,0.34,-0.94,-0.93,-0.94,0.0,5.0,0.0
67.0,68.0,67.57,1.0,0.1,0.11,0.1,0.2,0.21,0.2,-0.98,-0.97,-0.97,0.0,5.0,0.0
62.0,65.0,63.4,1.0,0.05,0.05,0.05,0.35,0.35,0.35,-0.94,-0.93,-0.94,0.0,5.0,0.0
77.0,79.0,78.0,1.0,-0.17,-0.16,-0.17,0.07,0.07,0.07,-0.99,-0.98,-0.98,0.0,5.0,0.0
71.0,73.0,71.67,1.0,0.1,0.11,0.1,0.2,0.21,0.2,-0.98,-0.97,-0.98,0.0,5.0,0.0
65.0,73.0,68.67,1.0,-0.02,0.44,0.06,-0.35,0.22,0.0,-1.08,-0.71,-0.99,0.0,5.0,0.0
50.0,52.0,51.14,0.99,-0.55,-0.08,-0.34,-1.06,-0.06,-0.17,-1.07,0.2,-0.82,0.0,0.0,10.0
50.0,50.0,50.0,0.99,-0.58,-0.57,-0.57,0.19,0.21,0.2,-0.79,-0.78,-0.79,0.0,0.0,10.0
52.0,54.0,53.4,0.99,-0.91,-0.44,-0.72,-0.7,0.54,-0.16,-1.02,0.01,-0.37,0.0,0.0,10.0
90.0,94.0,91.4,1.0,-0.92,-0.11,-0.63,-0.55,0.87,0.23,-0.98,0.03,-0.6,0.0,0.0,10.0
47.0,48.0,47.4,1.0,-1.01,-0.12,-0.43,0.01,0.56,0.28,-1.62,-0.09,-0.84,0.0,0.0,10.0
50.0,53.0,52.0,0.99,-0.47,-0.21,-0.42,-0.88,-0.16,-0.31,-0.91,-0.35,-0.82,0.0,0.0,10.0
44.0,46.0,44.67,0.99,-0.58,-0.57,-0.57,0.19,0.21,0.2,-0.79,-0.78,-0.79,0.0,0.0,10.0
48.0,49.0,48.4,0.99,-0.48,-0.47,-0.47,-0.11,-0.08,-0.1,-0.87,-0.85,-0.87,1.0,1.0,10.0
65.0,71.0,67.67,0.99,-0.58,-0.57,-0.57,0.2,0.21,0.2,-0.79,-0.78,-0.79,1.0,1.0,10.0
47.0,49.0,48.14,1.0,0.42,0.43,0.42,-0.17,-0.16,-0.16,-0.9,-0.88,-0.89,1.0,1.0,10.0
49.0,49.0,49.0,0.99,-0.58,-0.57,-0.57,0.19,0.21,0.2,-0.79,-0.78,-0.79,1.0,1.0,10.0
46.0,46.0,46.0,1.0,0.42,0.43,0.42,-0.17,-0.16,-0.16,-0.89,-0.88,-0.89,1.0,1.0,10.0
45.0,45.0,45.0,0.99,-0.45,-0.44,-0.45,0.06,0.08,0.07,-0.89,-0.88,-0.88,1.0,1.0,10.0
48.0,50.0,49.0,0.99,-0.58,-0.57,-0.57,0.2,0.21,0.2,-0.79,-0.78,-0.79,1.0,1.0,10.0
46.0,47.0,46.6,1.0,0.42,0.43,0.42,-0.17,-0.16,-0.16,-0.89,-0.88,-0.89,1.0,1.0,10.0
47.0,48.0,47.8,0.99,-0.43,-0.42,-0.43,0.01,0.03,0.02,-0.9,-0.89,-0.89,1.0,1.0,10.0
46.0,46.0,46.0,1.0,0.42,0.43,0.42,-0.17,-0.16,-0.16,-0.89,-0.88,-0.89,1.0,1.0,10.0
94.0,94.0,94.0,0.99,-0.44,-0.43,-0.44,0.09,0.1,0.1,-0.89,-0.88,-0.89,1.0,1.0,10.0
49.0,50.0,49.4,0.99,-0.58,-0.57,-0.57,0.19,0.21,0.2,-0.79,-0.78,-0.79,1.0,1.0,10.0
65.0,68.0,66.8,0.99,-0.58,-0.57,-0.57,0.19,0.21,0.2,-0.79,-0.78,-0.79,1.0,1.0,10.0
48.0,49.0,48.67,1.0,-0.86,1.22,0.02,-0.2,1.33,0.74,-0.81,0.22,-0.26,1.0,1.0,10.0
48.0,49.0,48.33,0.99,-0.58,-0.57,-0.58,0.19,0.21,0.2,-0.79,-0.78,-0.78,1.0,1.0,10.0
49.0,49.0,49.0,0.99,-0.47,-0.46,-0.47,0.0,0.02,0.01,-0.88,-0.87,-0.88,1.0,1.0,10.0
50.0,50.0,50.0,0.99,-0.56,-0.55,-0.56,0.11,0.13,0.12,-0.82,-0.81,-0.81,1.0,2.0,10.0
48.0,49.0,48.5,0.99,-0.47,-0.46,-0.46,0.0,0.02,0.01,-0.88,-0.87,-0.88,1.0,2.0,10.0
48.0,48.0,48.0,0.99,-0.47,-0.46,-0.46,0.0,0.02,0.01,-0.88,-0.87,-0.88,1.0,3.0,10.0
45.0,47.0,46.2,1.0,-0.07,-0.06,-0.06,-0.64,-0.63,-0.63,0.77,0.78,0.77,1.0,3.0,10.0
43.0,43.0,43.0,0.99,-0.45,-0.44,-0.45,0.06,0.08,0.07,-0.89,-0.88,-0.88,1.0,3.0,10.0
46.0,46.0,46.0,0.99,-0.43,-0.42,-0.43,0.01,0.03,0.02,-0.91,-0.89,-0.9,1.0,3.0,10.0
49.0,49.0,49.0,0.99,-0.58,-0.57,-0.58,0.19,0.21,0.2,-0.79,-0.78,-0.78,1.0,3.0,10.0
65.0,73.0,66.83,1.0,0.56,0.58,0.57,-0.0,0.0,0.0,-0.83,-0.81,-0.82,0.0,5.0,10.0
50.0,51.0,50.2,0.99,-0.47,-0.46,-0.47,0.0,0.02,0.01,-0.88,-0.87,-0.87,0.0,5.0,10.0
46.0,46.0,46.0,1.0,0.19,0.21,0.2,-0.23,-0.22,-0.22,-0.96,-0.94,-0.95,0.0,5.0,10.0
44.0,45.0,44.67,1.0,0.16,0.17,0.17,-0.24,-0.22,-0.23,-0.96,-0.95,-0.96,0.0,5.0,10.0
48.0,49.0,48.6,0.99,-0.76,-0.37,-0.48,-0.62,0.95,0.15,-0.97,-0.17,-0.76,0.0,5.0,10.0
47.0,50.0,49.33,1.0,0.53,0.57,0.57,-0.04,0.03,0.0,-0.83,-0.81,-0.82,0.0,5.0,10.0
79.0,88.0,82.0,0.99,-0.35,-0.34,-0.34,-0.16,-0.14,-0.15,-0.92,-0.92,-0.92,0.0,5.0,10.0
88.0,90.0,89.0,0.99,-0.35,-0.35,-0.35,-0.09,-0.08,-0.09,-0.93,-0.92,-0.93,0.0,5.0,10.0
60.0,79.0,65.0,0.99,-0.35,-0.34,-0.34,-0.16,-0.14,-0.15,-0.92,-0.91,-0.92,0.0,5.0,10.0
84.0,87.0,85.33,0.99,-0.4,-0.39,-0.39,-0.09,-0.08,-0.09,-0.92,-0.91,-0.91,0.0,0.0,22.0
90.0,92.0,91.2,0.99,-0.41,-0.39,-0.4,-0.08,-0.07,-0.08,-0.92,-0.9,-0.91,0.0,0.0,22.0
80.0,81.0,80.83,1.0,-0.75,-0.73,-0.74,-0.35,-0.34,-0.34,-0.58,-0.56,-0.57,0.0,0.0,22.0
81.0,88.0,83.83,1.0,-0.75,-0.73,-0.74,-0.35,-0.34,-0.34,-0.58,-0.57,-0.57,0.0,0.0,22.0
80.0,81.0,80.33,1.0,-0.77,-0.75,-0.76,-0.28,-0.27,-0.27,-0.59,-0.58,-0.58,1.0,1.0,22.0
80.0,83.0,81.5,1.0,-0.77,-0.75,-0.76,-0.28,-0.27,-0.27,-0.59,-0.58,-0.59,1.0,1.0,22.0
87.0,90.0,88.43,1.0,-0.66,-0.64,-0.65,-0.59,-0.58,-0.59,-0.49,-0.47,-0.48,1.0,1.0,22.0
85.0,87.0,85.86,1.0,-0.61,-0.59,-0.6,-0.77,-0.77,-0.77,-0.2,-0.18,-0.19,1.0,1.0,22.0
76.0,79.0,77.86,0.99,-0.56,-0.55,-0.56,-0.61,-0.61,-0.61,-0.55,-0.55,-0.55,1.0,1.0,22.0
85.0,86.0,85.5,1.0,-0.61,-0.59,-0.6,-0.77,-0.77,-0.77,-0.2,-0.19,-0.19,1.0,1.0,22.0
79.0,81.0,80.17,0.99,-0.5,-0.49,-0.49,-0.73,-0.71,-0.72,-0.48,-0.47,-0.48,1.0,2.0,22.0
74.0,76.0,75.57,1.0,-0.84,-0.43,-0.55,-1.01,-0.25,-0.44,-0.79,-0.3,-0.7,1.0,2.0,22.0
78.0,81.0,79.67,0.99,-0.5,-0.49,-0.49,-0.73,-0.72,-0.72,-0.48,-0.47,-0.47,1.0,2.0,22.0
84.0,86.0,84.83,1.0,-0.66,-0.64,-0.65,-0.58,-0.57,-0.57,-0.5,-0.49,-0.49,1.0,2.0,22.0
76.0,81.0,78.17,1.0,-0.63,-0.61,-0.62,-0.68,-0.67,-0.68,-0.39,-0.37,-0.38,1.0,2.0,22.0
85.0,87.0,86.5,1.0,-0.66,-0.64,-0.65,-0.59,-0.57,-0.57,-0.5,-0.49,-0.49,1.0,2.0,22.0
73.0,78.0,75.0,0.99,-0.51,-0.5,-0.51,-0.69,-0.68,-0.68,-0.52,-0.51,-0.52,1.0,2.0,22.0
86.0,87.0,86.67,1.0,-0.61,-0.6,-0.6,-0.77,-0.76,-0.77,-0.19,-0.18,-0.19,1.0,2.0,22.0
86.0,88.0,86.8,1.0,-0.66,-0.64,-0.65,-0.57,-0.56,-0.57,-0.5,-0.48,-0.49,1.0,2.0,22.0
78.0,79.0,78.5,0.99,-0.52,-0.51,-0.52,-0.55,-0.55,-0.55,-0.65,-0.64,-0.65,1.0,3.0,22.0
77.0,79.0,78.29,0.99,-0.5,-0.49,-0.49,-0.73,-0.72,-0.72,-0.48,-0.47,-0.47,1.0,3.0,22.0
78.0,85.0,81.6,1.0,-0.64,-0.62,-0.63,-0.68,-0.67,-0.67,-0.39,-0.37,-0.38,1.0,3.0,22.0
86.0,88.0,87.0,1.0,-0.66,-0.64,-0.64,-0.59,-0.58,-0.59,-0.49,-0.47,-0.48,1.0,3.0,22.0
87.0,89.0,87.83,1.0,-0.65,-0.64,-0.64,-0.59,-0.58,-0.59,-0.49,-0.47,-0.48,1.0,3.0,22.0
79.0,88.0,82.57,1.0,-0.64,-0.62,-0.63,-0.68,-0.67,-0.67,-0.39,-0.37,-0.38,1.0,3.0,22.0
86.0,89.0,87.17,1.0,-0.65,-0.63,-0.64,-0.59,-0.58,-0.59,-0.49,-0.47,-0.48,1.0,3.0,22.0
78.0,81.0,79.57,1.0,-0.63,-0.62,-0.62,-0.68,-0.67,-0.68,-0.39,-0.37,-0.38,1.0,3.0,22.0
80.0,83.0,81.5,0.99,-0.54,-0.53,-0.53,-0.7,-0.7,-0.7,-0.47,-0.46,-0.46,0.0,5.0,22.0
80.0,82.0,80.67,0.99,-0.53,-0.53,-0.53,-0.59,-0.58,-0.58,-0.61,-0.6,-0.61,0.0,5.0,22.0
80.0,96.0,85.29,0.99,-0.54,-0.53,-0.53,-0.75,-0.73,-0.74,-0.41,-0.39,-0.4,0.0,5.0,22.0
80.0,83.0,81.83,1.0,-0.6,-0.59,-0.6,-0.77,-0.77,-0.77,-0.2,-0.19,-0.19,0.0,5.0,22.0
80.0,82.0,80.67,0.99,-0.49,-0.48,-0.49,-0.73,-0.72,-0.72,-0.48,-0.47,-0.48,0.0,5.0,22.0
76.0,81.0,79.17,1.0,0.39,0.4,0.4,0.46,0.47,0.46,-0.79,-0.78,-0.79,0.0,0.0,26.0
58.0,59.0,58.33,0.99,-0.04,-0.03,-0.03,0.52,0.53,0.52,-0.85,-0.84,-0.84,0.0,0.0,26.0
59.0,61.0,59.83,1.0,0.39,0.41,0.4,0.45,0.47,0.46,-0.8,-0.78,-0.79,0.0,0.0,26.0
59.0,59.0,59.0,0.99,-0.04,-0.03,-0.03,0.52,0.53,0.52,-0.85,-0.84,-0.84,0.0,0.0,26.0
56.0,59.0,57.67,0.99,-0.03,-0.0,-0.02,0.48,0.54,0.5,-0.87,-0.84,-0.86,0.0,0.0,26.0
64.0,65.0,64.5,0.99,-0.15,-0.14,-0.14,0.32,0.33,0.33,-0.93,-0.92,-0.92,1.0,1.0,26.0
61.0,62.0,61.5,0.99,0.01,0.05,0.05,0.07,0.13,0.11,-1.01,-0.98,-0.98,1.0,1.0,26.0
61.0,62.0,61.8,0.99,-0.21,-0.2,-0.2,0.18,0.18,0.18,-0.95,-0.94,-0.95,1.0,1.0,26.0
61.0,63.0,61.83,0.99,-0.15,-0.14,-0.14,0.26,0.27,0.27,-0.94,-0.94,-0.94,1.0,1.0,26.0
61.0,64.0,62.67,0.99,-0.14,-0.14,-0.14,0.33,0.33,0.33,-0.92,-0.92,-0.92,1.0,1.0,26.0
60.0,64.0,62.6,0.99,-0.02,-0.02,-0.02,-0.05,-0.05,-0.05,-0.99,-0.98,-0.99,1.0,1.0,26.0
71.0,73.0,72.0,0.99,0.05,0.05,0.05,0.13,0.14,0.13,-0.98,-0.98,-0.98,1.0,2.0,26.0
63.0,64.0,63.33,0.99,-0.02,-0.02,-0.02,-0.05,-0.05,-0.05,-0.99,-0.98,-0.99,1.0,2.0,26.0
59.0,59.0,59.0,0.99,-0.05,-0.04,-0.05,0.45,0.46,0.45,-0.88,-0.88,-0.88,1.0,2.0,26.0
81.0,94.0,86.14,0.99,0.04,0.06,0.05,0.14,0.16,0.14,-0.98,-0.98,-0.98,1.0,2.0,26.0
65.0,66.0,65.2,0.99,-0.01,-0.0,-0.0,0.36,0.37,0.37,-0.93,-0.92,-0.92,1.0,3.0,26.0
61.0,66.0,63.14,0.99,-0.04,-0.04,-0.04,0.46,0.47,0.47,-0.88,-0.87,-0.87,1.0,3.0,26.0
64.0,65.0,64.14,0.99,0.06,0.07,0.06,-0.13,-0.12,-0.13,-0.99,-0.97,-0.98,1.0,3.0,26.0
63.0,64.0,63.4,0.99,0.08,0.11,0.08,0.29,0.37,0.32,-0.94,-0.92,-0.93,1.0,3.0,26.0
62.0,64.0,62.83,0.99,0.08,0.08,0.08,0.31,0.32,0.32,-0.94,-0.93,-0.94,1.0,3.0,26.0
63.0,67.0,64.83,0.99,-0.0,0.0,0.0,0.3,0.31,0.31,-0.95,-0.94,-0.94,0.0,5.0,26.0
61.0,67.0,63.17,0.99,-0.01,-0.0,-0.0,0.3,0.31,0.3,-0.95,-0.94,-0.95,0.0,5.0,26.0
58.0,59.0,58.5,1.0,-0.69,-0.67,-0.68,-0.21,-0.18,-0.19,-0.72,-0.7,-0.71,0.0,0.0,15.0
68.0,70.0,68.4,1.0,0.04,0.05,0.05,-0.79,-0.77,-0.78,0.62,0.64,0.63,0.0,0.0,15.0
76.0,88.0,78.4,1.01,-0.97,-0.48,-0.69,-0.66,1.15,0.33,-0.88,-0.07,-0.49,0.0,0.0,15.0
73.0,86.0,76.17,1.0,-0.23,-0.22,-0.23,0.59,0.6,0.6,-0.78,-0.77,-0.77,0.0,0.0,15.0
58.0,59.0,58.75,1.0,-0.94,-0.57,-0.69,-0.52,-0.04,-0.19,-0.72,-0.26,-0.69,0.0,0.0,15.0
56.0,57.0,56.67,1.0,-0.68,-0.66,-0.67,-0.21,-0.18,-0.2,-0.72,-0.71,-0.72,0.0,0.0,15.0
59.0,61.0,60.2,1.0,-0.24,-0.23,-0.23,-0.56,-0.54,-0.55,-0.81,-0.8,-0.8,0.0,0.0,15.0
73.0,77.0,74.0,1.0,-0.31,-0.29,-0.3,0.57,0.59,0.58,-0.77,-0.75,-0.76,0.0,0.0,15.0
76.0,86.0,82.67,1.0,-0.24,-0.23,-0.24,-0.56,-0.54,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
57.0,58.0,57.17,1.0,-0.61,-0.58,-0.59,0.16,0.18,0.17,-0.8,-0.77,-0.79,1.0,1.0,15.0
66.0,73.0,67.83,1.0,0.15,0.16,0.15,-0.82,-0.81,-0.82,0.54,0.56,0.55,1.0,1.0,15.0
60.0,68.0,63.17,1.0,0.04,0.05,0.05,-0.78,-0.77,-0.77,0.63,0.64,0.63,1.0,1.0,15.0
53.0,59.0,56.0,1.0,-0.61,-0.58,-0.59,0.17,0.18,0.17,-0.8,-0.78,-0.79,1.0,1.0,15.0
63.0,65.0,64.17,1.0,-0.13,-0.13,-0.13,-0.41,-0.4,-0.41,-0.91,-0.9,-0.9,1.0,1.0,15.0
59.0,61.0,59.83,1.0,-0.28,0.25,0.06,-1.06,0.11,-0.8,-0.06,1.01,0.53,1.0,1.0,15.0
67.0,68.0,67.5,1.0,-0.02,-0.01,-0.02,0.06,0.06,0.06,-1.0,-1.0,-1.0,1.0,2.0,15.0
61.0,81.0,69.4,1.0,0.0,0.02,0.01,0.96,0.98,0.97,0.23,0.27,0.25,1.0,2.0,15.0
65.0,67.0,66.33,1.0,-0.07,-0.06,-0.07,-0.65,-0.64,-0.64,-0.77,-0.76,-0.76,1.0,2.0,15.0
58.0,79.0,63.83,1.0,-0.67,0.02,-0.12,-0.93,0.98,0.59,0.14,1.01,0.58,1.0,2.0,15.0
61.0,64.0,62.57,1.01,-0.96,0.22,-0.22,-1.78,0.8,-0.65,-1.14,0.23,-0.59,1.0,2.0,15.0
54.0,55.0,54.33,1.0,0.02,0.11,0.08,-0.47,-0.44,-0.45,-0.91,-0.87,-0.89,1.0,2.0,15.0
51.0,52.0,51.67,1.0,-0.08,-0.06,-0.07,-0.59,-0.58,-0.58,-0.82,-0.8,-0.81,1.0,2.0,15.0
68.0,73.0,71.0,1.0,-0.07,-0.06,-0.06,-0.51,-0.5,-0.5,-0.87,-0.86,-0.86,1.0,2.0,15.0
50.0,62.0,53.2,1.0,-0.19,-0.18,-0.18,0.33,0.34,0.34,-0.93,-0.92,-0.92,1.0,3.0,15.0
65.0,68.0,66.2,1.0,-0.12,-0.11,-0.11,-0.56,-0.55,-0.56,-0.83,-0.82,-0.82,1.0,3.0,15.0
64.0,65.0,64.33,1.0,-0.12,-0.11,-0.11,-0.56,-0.55,-0.56,-0.83,-0.82,-0.82,1.0,3.0,15.0
52.0,55.0,53.57,1.0,-0.18,-0.17,-0.18,0.34,0.35,0.34,-0.93,-0.92,-0.92,1.0,3.0,15.0
66.0,75.0,69.5,1.0,-0.3,-0.29,-0.3,-0.2,-0.17,-0.18,-0.95,-0.93,-0.94,1.0,3.0,15.0
64.0,65.0,64.83,1.0,-0.07,-0.06,-0.07,-0.51,-0.49,-0.5,-0.88,-0.86,-0.86,1.0,3.0,15.0
52.0,60.0,55.17,1.0,-0.19,-0.18,-0.19,0.32,0.34,0.33,-0.93,-0.92,-0.93,1.0,3.0,15.0
51.0,59.0,54.0,1.0,-0.05,-0.03,-0.04,-0.58,-0.57,-0.57,-0.82,-0.81,-0.82,0.0,5.0,15.0
56.0,58.0,57.0,1.0,0.05,0.11,0.08,-0.47,-0.45,-0.45,-0.91,-0.87,-0.89,0.0,5.0,15.0
53.0,60.0,55.83,0.99,-0.35,-0.33,-0.34,0.28,0.29,0.28,-0.9,-0.88,-0.89,0.0,0.0,25.0
54.0,68.0,61.2,0.99,-0.33,-0.32,-0.33,0.29,0.31,0.3,-0.89,-0.88,-0.89,0.0,0.0,25.0
60.0,62.0,61.0,0.99,-0.17,-0.16,-0.17,0.22,0.23,0.22,-0.96,-0.95,-0.95,0.0,0.0,25.0
53.0,54.0,53.67,0.99,-0.49,-0.48,-0.48,-0.28,-0.25,-0.26,-0.83,-0.82,-0.83,0.0,0.0,25.0
65.0,65.0,65.0,1.0,-0.39,-0.38,-0.39,-0.73,-0.72,-0.73,0.56,0.56,0.56,0.0,0.0,25.0
61.0,63.0,62.0,0.99,-0.33,-0.32,-0.33,0.29,0.3,0.3,-0.89,-0.88,-0.89,0.0,0.0,25.0
59.0,60.0,59.17,0.99,-0.4,-0.34,-0.37,0.17,0.27,0.24,-0.9,-0.85,-0.89,0.0,0.0,25.0
51.0,52.0,51.33,0.99,-0.34,-0.33,-0.33,0.25,0.27,0.26,-0.9,-0.89,-0.9,0.0,0.0,25.0
55.0,56.0,55.4,0.99,-0.4,-0.39,-0.39,0.11,0.13,0.12,-0.91,-0.9,-0.9,0.0,0.0,25.0
60.0,62.0,61.17,1.0,-0.65,-0.64,-0.65,-0.56,-0.55,-0.56,0.5,0.51,0.51,0.0,0.0,25.0
50.0,51.0,50.6,1.0,-0.1,-0.09,-0.09,0.17,0.18,0.18,-0.98,-0.97,-0.98,1.0,1.0,25.0
61.0,63.0,62.0,0.99,-0.33,-0.32,-0.33,0.29,0.31,0.3,-0.89,-0.88,-0.89,1.0,1.0,25.0
60.0,61.0,60.67,0.99,-0.55,-0.54,-0.54,-0.68,-0.67,-0.68,0.48,0.49,0.49,1.0,1.0,25.0
47.0,53.0,49.17,1.0,-0.1,-0.09,-0.09,0.16,0.17,0.16,-0.98,-0.97,-0.98,1.0,1.0,25.0
56.0,57.0,56.57,0.99,-0.42,-0.41,-0.41,-0.11,-0.1,-0.11,-0.9,-0.89,-0.89,1.0,1.0,25.0
62.0,64.0,63.0,1.0,-0.2,-0.2,-0.2,-0.97,-0.96,-0.96,0.13,0.14,0.14,1.0,1.0,25.0
