Min_hr,Max_hr,Mean_hr,Men_acc_sqrt,Min_acc_x,Max_acc_x,Mean_acc_x,Min_acc_y,Max_acc_y,Mean_acc_y,Min_acc_z,Max_acc_z,Mean_acc_z,Etiquetas binarias,Etiquetas multiclase,ID
61.0,61.0,61.0,1.0,-0.46,-0.45,-0.46,0.4,0.42,0.41,-0.8,-0.79,-0.79,1.0,2.0,1.0
60.0,60.0,60.0,1.0,-0.47,-0.46,-0.47,0.04,0.05,0.05,-0.89,-0.88,-0.89,1.0,2.0,1.0
60.0,61.0,60.33,1.0,-0.46,-0.45,-0.45,0.39,0.41,0.4,-0.81,-0.8,-0.8,1.0,2.0,1.0
60.0,63.0,61.67,1.0,-0.41,-0.4,-0.4,-0.39,-0.36,-0.37,-0.84,-0.83,-0.83,1.0,2.0,1.0
59.0,60.0,59.67,0.99,-0.16,-0.15,-0.15,-0.6,-0.59,-0.59,0.78,0.79,0.78,1.0,2.0,1.0
68.0,69.0,68.33,1.0,-0.57,-0.54,-0.55,0.23,0.3,0.27,-0.81,-0.78,-0.79,1.0,2.0,1.0
57.0,60.0,58.71,1.0,-0.44,-0.43,-0.44,-0.3,-0.28,-0.29,-0.86,-0.84,-0.85,1.0,2.0,1.0
58.0,63.0,60.5,1.0,-0.46,-0.44,-0.45,-0.37,-0.35,-0.36,-0.83,-0.81,-0.82,1.0,2.0,1.0
61.0,63.0,62.2,0.99,-0.1,-0.09,-0.1,-0.88,-0.88,-0.88,0.45,0.46,0.46,1.0,2.0,1.0
61.0,62.0,61.33,1.0,-0.46,-0.45,-0.46,0.4,0.42,0.41,-0.8,-0.79,-0.8,1.0,2.0,1.0
66.0,68.0,67.29,1.0,-0.59,-0.58,-0.59,0.36,0.37,0.37,-0.73,-0.72,-0.73,1.0,3.0,1.0
61.0,62.0,61.17,1.0,-0.41,-0.4,-0.4,-0.39,-0.36,-0.38,-0.84,-0.83,-0.83,1.0,3.0,1.0
68.0,72.0,69.0,1.0,-0.55,-0.55,-0.55,-0.02,-0.0,-0.01,-0.84,-0.83,-0.84,1.0,3.0,1.0
68.0,68.0,68.0,1.0,-0.58,-0.57,-0.58,0.06,0.07,0.06,-0.82,-0.81,-0.82,1.0,3.0,1.0
67.0,67.0,67.0,1.0,-0.56,-0.55,-0.55,-0.01,0.0,-0.0,-0.84,-0.83,-0.84,1.0,3.0,1.0
64.0,71.0,67.5,0.99,-0.42,-0.42,-0.42,-0.9,-0.89,-0.9,0.1,0.11,0.1,1.0,3.0,1.0
65.0,71.0,68.67,1.0,-0.57,-0.56,-0.57,-0.05,-0.03,-0.04,-0.84,-0.82,-0.83,1.0,3.0,1.0
66.0,71.0,68.0,1.0,-0.58,-0.57,-0.58,0.05,0.07,0.06,-0.82,-0.81,-0.82,1.0,3.0,1.0
63.0,63.0,63.0,1.0,-0.38,-0.37,-0.38,-0.15,-0.13,-0.14,-0.92,-0.91,-0.92,0.0,5.0,1.0
61.0,63.0,62.0,1.0,-0.39,-0.37,-0.38,-0.17,-0.15,-0.16,-0.92,-0.91,-0.91,0.0,5.0,1.0
59.0,64.0,60.6,0.99,-0.02,-0.02,-0.02,-0.89,-0.89,-0.89,0.43,0.44,0.44,0.0,5.0,1.0
58.0,60.0,59.17,1.0,-0.41,-0.39,-0.4,-0.47,-0.45,-0.46,-0.8,-0.79,-0.79,0.0,5.0,1.0
59.0,83.0,76.83,1.0,-0.54,-0.53,-0.53,0.07,0.08,0.07,-0.85,-0.84,-0.85,0.0,5.0,1.0
66.0,68.0,66.67,1.0,-0.59,-0.58,-0.58,0.24,0.26,0.25,-0.78,-0.77,-0.78,0.0,5.0,1.0
62.0,66.0,65.33,0.99,-0.03,-0.02,-0.02,-0.86,-0.86,-0.86,0.49,0.5,0.49,0.0,5.0,1.0
62.0,86.0,68.0,1.0,-0.44,-0.43,-0.43,-0.77,-0.76,-0.76,-0.48,-0.47,-0.47,0.0,5.0,1.0
68.0,69.0,68.17,1.0,-0.36,-0.34,-0.35,-0.22,-0.18,-0.21,-0.93,-0.91,-0.92,0.0,0.0,2.0
71.0,73.0,72.0,1.0,-0.49,-0.48,-0.49,-0.17,-0.15,-0.16,-0.87,-0.85,-0.86,0.0,0.0,2.0
72.0,75.0,73.0,1.0,-0.54,-0.53,-0.53,0.02,0.03,0.02,-0.85,-0.85,-0.85,0.0,0.0,2.0
72.0,73.0,72.17,1.0,-0.47,-0.46,-0.46,0.06,0.07,0.06,-0.89,-0.88,-0.89,0.0,0.0,2.0
69.0,69.0,69.0,1.0,-0.46,-0.45,-0.45,-0.14,-0.12,-0.13,-0.89,-0.88,-0.89,0.0,0.0,2.0
69.0,74.0,70.8,1.0,-0.59,-0.47,-0.49,-0.53,0.46,-0.1,-0.94,-0.76,-0.86,0.0,0.0,2.0
68.0,74.0,70.8,1.0,-0.39,-0.37,-0.38,-0.11,-0.08,-0.1,-0.93,-0.9,-0.92,0.0,0.0,2.0
69.0,72.0,69.67,1.0,-0.47,-0.46,-0.47,0.06,0.07,0.07,-0.89,-0.88,-0.88,0.0,0.0,2.0
69.0,74.0,71.83,1.0,-0.55,-0.43,-0.5,-0.27,0.92,0.05,-0.9,-0.52,-0.84,0.0,0.0,2.0
63.0,67.0,66.33,1.0,-0.23,-0.23,-0.23,0.14,0.15,0.14,-0.97,-0.96,-0.96,0.0,0.0,2.0
71.0,72.0,71.67,1.0,-0.39,-0.38,-0.39,-0.08,-0.06,-0.07,-0.93,-0.91,-0.92,0.0,0.0,2.0
69.0,74.0,71.83,1.0,-0.46,-0.45,-0.45,-0.09,0.01,-0.07,-0.9,-0.88,-0.89,0.0,0.0,2.0
71.0,72.0,71.67,1.0,-0.29,-0.28,-0.29,0.93,0.94,0.94,-0.19,-0.18,-0.18,1.0,1.0,2.0
71.0,76.0,74.0,1.0,-0.46,-0.45,-0.45,0.18,0.19,0.18,-0.88,-0.87,-0.87,1.0,1.0,2.0
69.0,72.0,71.43,1.0,-0.47,-0.46,-0.47,0.06,0.07,0.07,-0.89,-0.88,-0.88,1.0,1.0,2.0
69.0,70.0,69.83,1.0,-0.45,-0.44,-0.45,0.18,0.19,0.18,-0.88,-0.87,-0.88,1.0,1.0,2.0
67.0,69.0,68.0,1.0,-0.32,-0.31,-0.31,0.89,0.9,0.89,0.31,0.32,0.31,1.0,2.0,2.0
73.0,77.0,74.67,1.0,-0.48,-0.47,-0.48,-0.2,-0.19,-0.2,-0.87,-0.85,-0.86,1.0,2.0,2.0
69.0,70.0,69.4,1.0,-0.3,-0.29,-0.29,0.92,0.93,0.92,-0.24,-0.22,-0.24,1.0,2.0,2.0
72.0,74.0,72.5,1.0,-0.29,-0.28,-0.28,0.03,0.04,0.03,-0.96,-0.96,-0.96,1.0,2.0,2.0
72.0,75.0,73.4,1.0,-0.1,-0.09,-0.1,0.3,0.31,0.31,-0.95,-0.94,-0.95,1.0,2.0,2.0
75.0,77.0,75.5,1.0,-0.49,-0.48,-0.48,-0.21,-0.2,-0.2,-0.86,-0.85,-0.86,1.0,2.0,2.0
71.0,74.0,72.67,1.0,-0.29,-0.28,-0.28,0.9,0.91,0.91,-0.31,-0.3,-0.31,1.0,2.0,2.0
78.0,85.0,80.0,1.0,-0.48,-0.47,-0.47,-0.2,-0.18,-0.19,-0.87,-0.86,-0.86,1.0,2.0,2.0
68.0,68.0,68.0,1.0,-0.3,-0.28,-0.29,0.87,0.93,0.92,-0.28,-0.23,-0.24,1.0,2.0,2.0
68.0,72.0,70.0,1.0,-0.3,-0.28,-0.29,0.89,0.91,0.9,-0.33,-0.32,-0.32,1.0,3.0,2.0
69.0,71.0,70.17,1.0,-0.28,-0.28,-0.28,0.9,0.91,0.9,-0.32,-0.31,-0.32,1.0,3.0,2.0
74.0,75.0,74.67,1.0,-0.47,-0.46,-0.47,-0.02,-0.0,-0.01,-0.9,-0.88,-0.89,0.0,5.0,2.0
72.0,73.0,72.67,1.0,-0.48,-0.47,-0.47,-0.03,-0.02,-0.03,-0.89,-0.88,-0.88,0.0,5.0,2.0
68.0,68.0,68.0,1.0,-0.39,-0.39,-0.39,-0.02,0.0,-0.01,-0.93,-0.92,-0.92,0.0,5.0,2.0
72.0,73.0,72.29,1.0,-0.29,-0.28,-0.28,0.9,0.98,0.91,-0.3,-0.23,-0.3,0.0,5.0,2.0
73.0,75.0,74.0,1.0,-0.48,-0.47,-0.47,-0.04,-0.03,-0.04,-0.89,-0.88,-0.88,0.0,5.0,2.0
67.0,74.0,69.33,1.0,-0.45,-0.44,-0.44,-0.0,0.03,0.01,-0.9,-0.89,-0.9,0.0,5.0,2.0
71.0,72.0,71.5,1.0,-0.43,-0.43,-0.43,-0.04,-0.03,-0.03,-0.91,-0.9,-0.9,0.0,5.0,2.0
68.0,88.0,72.6,1.0,-0.46,-0.45,-0.46,0.15,0.18,0.18,-0.88,-0.85,-0.87,0.0,5.0,2.0
72.0,76.0,74.6,1.0,-0.47,-0.46,-0.47,-0.05,-0.04,-0.04,-0.89,-0.87,-0.88,0.0,5.0,2.0
68.0,70.0,69.33,1.0,-0.44,-0.42,-0.43,-0.03,-0.0,-0.01,-0.91,-0.9,-0.91,0.0,5.0,2.0
72.0,72.0,72.0,1.0,-0.38,-0.36,-0.37,0.24,0.26,0.25,-0.9,-0.89,-0.89,0.0,5.0,2.0
67.0,68.0,67.83,1.0,-0.37,-0.36,-0.37,0.41,0.42,0.42,-0.84,-0.83,-0.83,0.0,5.0,2.0
68.0,72.0,70.67,1.0,-0.43,-0.42,-0.42,0.16,0.18,0.17,-0.9,-0.88,-0.89,0.0,5.0,2.0
68.0,72.0,69.83,1.0,-0.45,-0.41,-0.42,0.02,0.25,0.17,-0.92,-0.87,-0.89,0.0,5.0,2.0
76.0,83.0,78.83,1.0,-0.44,-0.43,-0.44,-0.04,-0.02,-0.03,-0.91,-0.89,-0.9,0.0,5.0,2.0
73.0,74.0,73.67,1.0,-0.47,-0.45,-0.47,-0.02,0.03,-0.01,-0.89,-0.84,-0.89,0.0,5.0,2.0
77.0,92.0,82.0,0.99,-0.45,-0.43,-0.43,-0.04,-0.02,-0.03,-0.9,-0.89,-0.89,0.0,0.0,5.0
69.0,74.0,70.8,0.98,-0.75,-0.23,-0.42,-0.88,0.78,-0.51,-0.94,0.85,0.17,0.0,0.0,5.0
68.0,77.0,72.33,0.99,-0.29,-0.29,-0.29,0.65,0.66,0.65,-0.7,-0.69,-0.69,1.0,1.0,5.0
75.0,77.0,75.67,0.99,-0.39,-0.38,-0.38,-0.16,-0.15,-0.15,-0.91,-0.89,-0.9,1.0,1.0,5.0
77.0,84.0,81.17,1.0,0.25,0.28,0.26,-0.93,-0.91,-0.93,0.25,0.31,0.26,1.0,1.0,5.0
74.0,85.0,78.83,0.99,-0.2,-0.2,-0.2,-0.95,-0.94,-0.94,0.23,0.24,0.24,1.0,1.0,5.0
72.0,76.0,74.83,0.99,-0.32,-0.31,-0.31,0.27,0.28,0.28,-0.9,-0.89,-0.9,1.0,1.0,5.0
80.0,88.0,84.2,0.99,-0.21,-0.2,-0.21,-0.95,-0.94,-0.94,0.23,0.24,0.24,1.0,1.0,5.0
75.0,80.0,77.5,0.99,-0.39,-0.38,-0.39,-0.16,-0.14,-0.15,-0.9,-0.89,-0.9,1.0,1.0,5.0
74.0,78.0,75.83,0.99,-0.2,-0.2,-0.2,-0.95,-0.94,-0.94,0.23,0.24,0.24,1.0,1.0,5.0
75.0,79.0,76.83,1.0,0.08,0.08,0.08,-0.99,-0.99,-0.99,0.03,0.03,0.03,1.0,1.0,5.0
71.0,75.0,73.0,0.99,-0.45,-0.44,-0.45,0.29,0.32,0.31,-0.84,-0.83,-0.83,1.0,2.0,5.0
77.0,77.0,77.0,1.0,0.46,0.46,0.46,-0.29,-0.28,-0.29,-0.84,-0.83,-0.84,1.0,2.0,5.0
77.0,77.0,77.0,1.0,0.25,0.25,0.25,-0.93,-0.93,-0.93,0.26,0.26,0.26,1.0,2.0,5.0
77.0,79.0,77.83,1.0,0.42,0.43,0.42,-0.17,-0.15,-0.16,-0.89,-0.88,-0.89,1.0,2.0,5.0
78.0,85.0,79.5,0.99,-0.18,-0.18,-0.18,-0.98,-0.97,-0.98,-0.05,-0.04,-0.05,1.0,2.0,5.0
71.0,74.0,72.5,0.99,-0.32,-0.31,-0.31,0.27,0.29,0.27,-0.9,-0.9,-0.9,1.0,2.0,5.0
75.0,77.0,75.67,1.0,-0.74,-0.74,-0.74,-0.47,-0.47,-0.47,0.47,0.48,0.48,1.0,2.0,5.0
75.0,77.0,76.0,0.99,-0.18,-0.18,-0.18,-0.98,-0.97,-0.98,-0.05,-0.05,-0.05,1.0,2.0,5.0
72.0,77.0,73.5,1.0,0.24,0.24,0.24,0.97,0.98,0.97,-0.03,-0.02,-0.02,1.0,2.0,5.0
73.0,74.0,73.2,0.99,-0.39,-0.38,-0.38,-0.16,-0.12,-0.15,-0.91,-0.89,-0.9,1.0,2.0,5.0
80.0,82.0,81.0,1.0,0.2,0.2,0.2,0.98,0.98,0.98,-0.06,-0.05,-0.05,1.0,3.0,5.0
74.0,76.0,74.67,1.01,0.11,0.44,0.29,-0.94,0.37,0.14,-1.0,0.92,0.48,1.0,3.0,5.0
73.0,76.0,74.67,1.01,0.27,0.28,0.27,0.3,0.3,0.3,0.92,0.92,0.92,1.0,3.0,5.0
76.0,77.0,76.8,1.0,0.26,0.26,0.26,0.97,0.97,0.97,-0.05,-0.05,-0.05,1.0,3.0,5.0
76.0,79.0,76.83,1.01,0.26,0.27,0.27,0.97,0.97,0.97,-0.07,-0.06,-0.06,1.0,3.0,5.0
77.0,78.0,77.33,1.0,0.46,0.46,0.46,-0.29,-0.28,-0.29,-0.84,-0.83,-0.83,1.0,3.0,5.0
74.0,80.0,76.5,1.0,0.46,0.46,0.46,-0.29,-0.28,-0.29,-0.84,-0.83,-0.84,1.0,3.0,5.0
77.0,80.0,78.33,1.01,0.27,0.27,0.27,0.97,0.97,0.97,-0.07,-0.06,-0.06,1.0,3.0,5.0
73.0,74.0,73.67,0.99,-0.39,-0.38,-0.39,-0.16,-0.15,-0.15,-0.9,-0.89,-0.9,0.0,5.0,5.0
72.0,73.0,72.2,0.99,-0.2,-0.19,-0.2,-0.97,-0.97,-0.97,-0.07,-0.07,-0.07,0.0,5.0,5.0
74.0,77.0,75.83,1.0,0.1,0.1,0.1,0.27,0.28,0.28,-0.95,-0.95,-0.95,0.0,5.0,5.0
75.0,77.0,76.33,0.99,-0.2,-0.2,-0.2,-0.97,-0.97,-0.97,-0.08,-0.07,-0.07,0.0,5.0,5.0
65.0,72.0,69.17,0.99,-0.2,-0.19,-0.2,-0.97,-0.97,-0.97,-0.07,-0.07,-0.07,0.0,5.0,5.0
82.0,86.0,84.5,1.0,0.34,0.35,0.34,-0.24,-0.23,-0.24,-0.91,-0.9,-0.9,0.0,5.0,5.0
72.0,74.0,73.0,1.0,0.1,0.1,0.1,0.27,0.28,0.28,-0.95,-0.95,-0.95,0.0,5.0,5.0
82.0,84.0,82.67,1.0,0.34,0.35,0.34,-0.25,-0.25,-0.25,-0.91,-0.9,-0.9,0.0,5.0,5.0
76.0,77.0,76.17,0.99,-0.2,-0.2,-0.2,-0.97,-0.97,-0.97,-0.08,-0.07,-0.07,0.0,5.0,5.0
75.0,75.0,75.0,1.01,0.25,0.25,0.25,0.34,0.35,0.34,0.91,0.91,0.91,0.0,5.0,5.0
74.0,79.0,75.5,0.99,-0.29,-0.29,-0.29,-0.84,-0.83,-0.83,0.45,0.46,0.46,0.0,5.0,5.0
61.0,64.0,62.0,1.0,-0.24,-0.23,-0.24,-0.57,-0.55,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
73.0,75.0,73.8,1.0,-0.84,-0.13,-0.31,0.27,0.9,0.57,-0.87,-0.13,-0.73,0.0,0.0,15.0
55.0,63.0,58.17,1.0,-0.6,-0.58,-0.59,0.17,0.18,0.17,-0.8,-0.78,-0.79,0.0,0.0,15.0
68.0,73.0,71.0,1.0,-0.7,-0.27,-0.45,0.3,0.66,0.46,-0.86,-0.51,-0.75,0.0,0.0,15.0
61.0,67.0,62.67,1.0,-0.25,-0.24,-0.25,-0.56,-0.54,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
61.0,67.0,63.83,1.0,-0.26,-0.24,-0.25,-0.56,-0.54,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
72.0,74.0,72.5,1.0,-0.17,-0.16,-0.16,0.98,0.99,0.99,-0.04,-0.03,-0.03,1.0,1.0,15.0
64.0,65.0,64.6,1.0,-0.14,-0.13,-0.13,-0.42,-0.4,-0.41,-0.91,-0.9,-0.9,1.0,1.0,15.0
53.0,68.0,58.4,1.0,0.07,0.09,0.08,-0.46,-0.43,-0.44,-0.9,-0.88,-0.89,1.0,1.0,15.0
63.0,65.0,64.33,1.0,0.05,0.05,0.05,-0.79,-0.78,-0.79,0.61,0.62,0.61,1.0,1.0,15.0
64.0,66.0,65.2,1.0,0.05,0.05,0.05,-0.78,-0.77,-0.77,0.62,0.63,0.63,1.0,1.0,15.0
59.0,61.0,59.83,1.0,-0.28,-0.22,-0.24,-0.6,-0.54,-0.59,-0.81,-0.75,-0.77,1.0,2.0,15.0
55.0,56.0,55.33,1.0,-0.07,-0.06,-0.06,-0.21,-0.2,-0.2,-0.98,-0.97,-0.98,1.0,2.0,15.0
70.0,73.0,71.29,1.0,-0.07,-0.06,-0.06,-0.65,-0.64,-0.65,-0.76,-0.76,-0.76,1.0,2.0,15.0
51.0,57.0,54.57,1.0,-0.18,-0.17,-0.18,0.34,0.36,0.35,-0.93,-0.92,-0.92,1.0,2.0,15.0
63.0,64.0,63.6,1.0,-0.0,0.01,0.0,-0.31,-0.3,-0.31,-0.96,-0.95,-0.95,1.0,2.0,15.0
68.0,69.0,68.6,1.0,-0.07,-0.06,-0.06,-0.66,-0.64,-0.65,-0.76,-0.75,-0.76,1.0,2.0,15.0
66.0,68.0,67.5,1.0,-0.17,-0.16,-0.16,-0.97,-0.97,-0.97,0.17,0.18,0.17,1.0,2.0,15.0
62.0,67.0,64.67,1.0,-0.25,-0.24,-0.25,-0.59,-0.58,-0.59,-0.77,-0.77,-0.77,1.0,2.0,15.0
69.0,75.0,70.57,1.0,-0.07,-0.05,-0.06,-0.66,-0.64,-0.65,-0.76,-0.75,-0.75,1.0,2.0,15.0
67.0,69.0,68.0,1.0,-0.04,-0.03,-0.04,0.06,0.09,0.07,-1.01,-0.99,-1.0,1.0,2.0,15.0
62.0,65.0,63.17,1.0,-0.29,-0.29,-0.29,-0.18,-0.17,-0.17,-0.95,-0.93,-0.94,1.0,3.0,15.0
66.0,69.0,67.5,1.0,-0.12,-0.11,-0.11,-0.56,-0.55,-0.55,-0.83,-0.82,-0.82,1.0,3.0,15.0
51.0,54.0,53.2,1.0,-0.07,-0.07,-0.07,0.27,0.28,0.27,-0.97,-0.96,-0.96,1.0,3.0,15.0
62.0,67.0,65.0,1.0,-0.07,-0.06,-0.06,-0.51,-0.49,-0.5,-0.87,-0.86,-0.86,1.0,3.0,15.0
