Min_hr,Max_hr,Mean_hr,Men_acc_sqrt,Min_acc_x,Max_acc_x,Mean_acc_x,Min_acc_y,Max_acc_y,Mean_acc_y,Min_acc_z,Max_acc_z,Mean_acc_z,Etiquetas binarias,Etiquetas multiclase,ID
59.0,60.0,59.33,1.0,-0.39,-0.38,-0.39,-0.73,-0.73,-0.73,0.55,0.56,0.56,1.0,2.0,25.0
49.0,50.0,49.86,1.0,-0.11,-0.08,-0.09,0.13,0.25,0.17,-0.99,-0.96,-0.98,1.0,2.0,25.0
59.0,60.0,59.17,0.99,-0.18,-0.17,-0.17,0.23,0.24,0.23,-0.96,-0.95,-0.95,1.0,2.0,25.0
50.0,50.0,50.0,0.99,-0.34,-0.33,-0.33,0.28,0.29,0.29,-0.9,-0.88,-0.89,1.0,3.0,25.0
50.0,55.0,51.0,0.99,-0.34,-0.33,-0.33,0.26,0.28,0.27,-0.9,-0.89,-0.9,1.0,2.0,25.0
53.0,58.0,55.17,0.99,-0.34,-0.33,-0.34,0.28,0.3,0.29,-0.89,-0.88,-0.89,1.0,2.0,25.0
50.0,51.0,50.67,1.0,-0.56,-0.56,-0.56,-0.73,-0.72,-0.72,0.39,0.4,0.4,1.0,2.0,25.0
51.0,58.0,55.0,0.99,-0.33,-0.32,-0.33,0.29,0.31,0.3,-0.89,-0.89,-0.89,1.0,2.0,25.0
62.0,63.0,62.5,1.0,-0.39,-0.38,-0.39,-0.73,-0.73,-0.73,0.55,0.56,0.56,1.0,2.0,25.0
58.0,59.0,58.6,1.0,-0.4,-0.39,-0.39,-0.77,-0.76,-0.76,0.5,0.51,0.51,1.0,3.0,25.0
51.0,53.0,51.33,1.0,-0.1,-0.09,-0.09,0.17,0.19,0.18,-0.98,-0.97,-0.97,1.0,2.0,25.0
49.0,58.0,52.57,1.0,-0.55,-0.54,-0.54,-0.65,-0.64,-0.64,0.53,0.56,0.54,1.0,2.0,25.0
50.0,58.0,52.17,1.01,-1.25,0.94,0.24,-0.71,1.44,0.49,-0.89,0.64,-0.23,1.0,2.0,25.0
54.0,55.0,54.4,1.0,0.08,0.09,0.08,-0.45,-0.44,-0.45,-0.89,-0.89,-0.89,0.0,5.0,15.0
57.0,60.0,59.17,1.0,-0.25,-0.23,-0.23,-0.56,-0.54,-0.55,-0.81,-0.79,-0.8,0.0,0.0,15.0
62.0,66.0,64.17,1.0,-0.13,-0.11,-0.12,-0.71,-0.7,-0.71,-0.7,-0.69,-0.69,0.0,0.0,15.0
57.0,58.0,57.33,1.0,-0.61,-0.58,-0.59,0.17,0.18,0.17,-0.8,-0.77,-0.79,0.0,0.0,15.0
50.0,53.0,50.67,1.0,-0.06,-0.04,-0.05,-0.58,-0.57,-0.58,-0.82,-0.81,-0.82,0.0,5.0,15.0
55.0,60.0,57.8,1.0,-0.24,-0.21,-0.23,-0.56,-0.54,-0.55,-0.81,-0.79,-0.8,0.0,0.0,15.0
55.0,58.0,56.17,1.0,-0.04,-0.03,-0.03,-0.58,-0.56,-0.57,-0.83,-0.81,-0.82,0.0,5.0,15.0
56.0,59.0,57.33,1.0,-0.04,-0.03,-0.04,-0.58,-0.56,-0.57,-0.83,-0.81,-0.82,0.0,5.0,15.0
69.0,72.0,70.33,1.0,-0.49,-0.16,-0.36,-0.99,-0.63,-0.83,0.16,0.73,0.39,0.0,0.0,15.0
56.0,57.0,56.67,1.0,-0.85,-0.05,-0.59,-0.9,0.55,0.05,-0.98,-0.33,-0.76,0.0,0.0,15.0
73.0,82.0,76.4,1.0,-1.05,-0.21,-0.59,-0.89,1.32,-0.18,-1.41,1.04,-0.0,0.0,0.0,15.0
56.0,58.0,57.0,1.0,-0.23,-0.22,-0.23,-0.56,-0.54,-0.55,-0.81,-0.8,-0.8,0.0,0.0,15.0
75.0,77.0,76.33,1.0,-0.92,-0.61,-0.75,-0.66,0.72,0.25,-0.72,-0.14,-0.52,0.0,0.0,15.0
59.0,61.0,60.2,1.0,-0.24,-0.23,-0.23,-0.56,-0.54,-0.55,-0.81,-0.8,-0.8,0.0,0.0,15.0
56.0,59.0,57.6,1.0,-0.04,-0.03,-0.03,-0.58,-0.56,-0.57,-0.83,-0.81,-0.82,0.0,5.0,15.0
62.0,65.0,63.71,1.0,-0.24,-0.23,-0.24,-0.56,-0.55,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
59.0,59.0,59.0,1.0,-0.24,-0.23,-0.23,-0.56,-0.54,-0.55,-0.8,-0.79,-0.8,0.0,0.0,15.0
52.0,55.0,54.0,1.0,0.08,0.09,0.08,-0.45,-0.44,-0.44,-0.9,-0.89,-0.89,0.0,0.0,15.0
68.0,73.0,71.2,1.0,-0.3,-0.29,-0.3,0.57,0.58,0.58,-0.77,-0.75,-0.76,0.0,0.0,15.0
56.0,58.0,57.17,1.0,0.07,0.09,0.08,-0.46,-0.44,-0.45,-0.9,-0.88,-0.89,0.0,5.0,15.0
57.0,68.0,61.67,1.0,-0.13,-0.12,-0.13,-0.71,-0.7,-0.71,-0.7,-0.69,-0.69,0.0,0.0,15.0
61.0,65.0,63.0,1.0,-0.04,-0.02,-0.03,-0.58,-0.56,-0.57,-0.83,-0.81,-0.82,0.0,5.0,15.0
51.0,52.0,51.33,1.0,-0.19,-0.18,-0.18,0.33,0.34,0.34,-0.93,-0.92,-0.92,1.0,3.0,15.0
51.0,61.0,54.83,1.0,-0.06,-0.05,-0.05,-0.21,-0.2,-0.2,-0.98,-0.97,-0.98,1.0,2.0,15.0
64.0,68.0,65.5,1.0,-0.3,-0.29,-0.29,-0.17,-0.17,-0.17,-0.95,-0.94,-0.94,1.0,3.0,15.0
63.0,68.0,65.0,1.0,-0.0,0.01,0.0,-0.31,-0.3,-0.3,-0.96,-0.95,-0.95,1.0,2.0,15.0
51.0,60.0,53.83,1.0,-0.39,-0.38,-0.38,0.69,0.69,0.69,-0.62,-0.61,-0.62,1.0,3.0,15.0
68.0,70.0,68.4,1.0,-0.09,-0.09,-0.09,0.99,1.0,0.99,0.04,0.05,0.04,1.0,2.0,15.0
66.0,75.0,69.5,1.0,-0.3,-0.29,-0.3,-0.2,-0.17,-0.18,-0.95,-0.93,-0.94,1.0,3.0,15.0
62.0,65.0,63.17,1.0,-0.29,-0.29,-0.29,-0.18,-0.17,-0.17,-0.95,-0.93,-0.94,1.0,3.0,15.0
74.0,78.0,74.67,1.0,-0.07,-0.06,-0.06,-0.66,-0.64,-0.65,-0.76,-0.75,-0.75,1.0,2.0,15.0
53.0,60.0,55.33,1.0,-0.4,-0.39,-0.4,0.21,0.23,0.22,-0.9,-0.89,-0.89,1.0,2.0,15.0
66.0,76.0,70.83,1.0,-0.07,-0.06,-0.06,-0.51,-0.5,-0.5,-0.87,-0.86,-0.86,1.0,2.0,15.0
54.0,57.0,55.5,1.0,-0.35,-0.34,-0.35,0.48,0.48,0.48,-0.81,-0.8,-0.81,1.0,3.0,15.0
63.0,64.0,63.17,1.0,-0.1,-0.09,-0.1,-0.71,-0.7,-0.7,-0.71,-0.7,-0.7,1.0,2.0,15.0
53.0,55.0,54.0,1.0,-0.35,-0.34,-0.35,0.48,0.49,0.48,-0.81,-0.8,-0.81,1.0,3.0,15.0
51.0,56.0,53.17,1.0,-0.06,-0.05,-0.05,-0.21,-0.2,-0.21,-0.98,-0.97,-0.98,1.0,2.0,15.0
65.0,67.0,65.83,1.0,-0.3,-0.28,-0.29,-0.18,-0.17,-0.18,-0.95,-0.93,-0.94,1.0,3.0,15.0
54.0,55.0,54.33,1.0,-0.07,-0.06,-0.07,0.03,0.04,0.04,-1.0,-0.99,-0.99,0.0,5.0,14.0
57.0,57.0,57.0,1.0,-0.34,-0.34,-0.34,-0.15,-0.13,-0.14,-0.93,-0.92,-0.93,0.0,5.0,14.0
53.0,55.0,54.67,1.0,-0.12,-0.1,-0.11,0.04,0.13,0.08,-1.0,-0.98,-0.99,0.0,5.0,14.0
57.0,59.0,57.5,1.0,-0.0,0.0,0.0,-0.99,-0.99,-0.99,-0.13,-0.12,-0.13,0.0,5.0,14.0
58.0,59.0,58.67,1.0,-0.36,-0.35,-0.35,0.04,0.05,0.05,-0.94,-0.92,-0.93,0.0,5.0,14.0
55.0,58.0,56.83,1.0,-0.37,-0.36,-0.36,-0.07,-0.06,-0.07,-0.94,-0.92,-0.93,0.0,5.0,14.0
56.0,59.0,58.0,1.01,-0.16,0.6,0.01,-0.47,0.44,0.26,-1.3,-0.72,-0.94,0.0,0.0,14.0
58.0,64.0,61.6,1.0,-0.18,-0.17,-0.18,-0.76,-0.75,-0.76,-0.63,-0.61,-0.62,0.0,5.0,14.0
55.0,59.0,56.67,1.0,-0.07,-0.06,-0.06,0.15,0.16,0.15,-0.99,-0.98,-0.98,0.0,5.0,14.0
58.0,59.0,58.83,1.0,-0.48,-0.47,-0.47,-0.58,-0.56,-0.57,-0.67,-0.66,-0.67,0.0,5.0,14.0
52.0,54.0,52.67,1.0,-0.07,-0.06,-0.07,0.28,0.29,0.28,-0.96,-0.95,-0.95,0.0,5.0,14.0
57.0,57.0,57.0,1.0,-0.0,0.0,0.0,-1.0,-0.99,-0.99,-0.13,-0.12,-0.13,0.0,5.0,14.0
55.0,58.0,56.83,1.0,-0.32,-0.31,-0.31,-0.72,-0.7,-0.71,-0.63,-0.62,-0.63,0.0,5.0,14.0
55.0,74.0,66.6,1.0,-0.18,-0.18,-0.18,-0.76,-0.75,-0.76,-0.63,-0.62,-0.62,0.0,5.0,14.0
57.0,60.0,58.83,1.0,-0.47,-0.46,-0.47,-0.58,-0.56,-0.57,-0.68,-0.67,-0.67,0.0,5.0,14.0
58.0,60.0,59.67,1.0,-0.47,-0.3,-0.41,-0.16,-0.06,-0.11,-0.94,-0.87,-0.9,0.0,0.0,14.0
51.0,56.0,54.5,1.0,-0.42,-0.41,-0.42,-0.19,-0.18,-0.18,-0.89,-0.89,-0.89,0.0,0.0,14.0
54.0,56.0,55.67,1.0,-0.18,-0.17,-0.18,-0.59,-0.59,-0.59,-0.79,-0.78,-0.79,0.0,5.0,14.0
55.0,56.0,55.83,1.0,-0.26,0.27,0.08,-1.0,-0.04,-0.73,-1.02,-0.08,-0.45,0.0,5.0,14.0
53.0,53.0,53.0,0.99,-0.41,0.27,-0.12,-0.97,0.35,-0.43,-1.29,0.13,-0.71,0.0,5.0,14.0
56.0,59.0,57.5,1.0,-0.39,-0.24,-0.33,-0.89,-0.69,-0.79,-0.66,-0.26,-0.46,0.0,5.0,14.0
54.0,56.0,55.0,1.0,-0.35,-0.35,-0.35,-0.89,-0.88,-0.88,-0.31,-0.3,-0.3,0.0,5.0,14.0
52.0,53.0,52.8,1.0,-0.14,-0.02,-0.07,-0.32,0.29,0.24,-0.99,-0.91,-0.96,0.0,5.0,14.0
57.0,58.0,57.67,1.0,-0.31,-0.3,-0.31,-0.7,-0.69,-0.7,-0.65,-0.64,-0.64,0.0,5.0,14.0
54.0,55.0,54.8,1.0,-0.07,-0.05,-0.06,0.15,0.16,0.16,-0.99,-0.98,-0.98,0.0,5.0,14.0
56.0,57.0,56.33,1.0,-0.39,-0.33,-0.36,-0.12,0.07,-0.04,-0.94,-0.9,-0.93,0.0,5.0,14.0
54.0,57.0,55.67,1.0,-0.18,-0.17,-0.18,-0.59,-0.56,-0.59,-0.81,-0.78,-0.79,0.0,5.0,14.0
57.0,58.0,57.67,1.0,-0.29,0.08,-0.01,-1.05,-0.67,-0.97,-0.67,0.1,-0.14,0.0,5.0,14.0
55.0,57.0,56.2,1.0,-0.19,-0.18,-0.18,-0.59,-0.58,-0.58,-0.79,-0.78,-0.79,0.0,5.0,14.0
53.0,61.0,56.2,1.0,-0.47,-0.46,-0.47,-0.56,-0.54,-0.55,-0.69,-0.69,-0.69,0.0,5.0,14.0
55.0,59.0,57.17,1.0,-0.11,-0.09,-0.1,0.09,0.1,0.1,-1.0,-0.98,-0.99,0.0,5.0,14.0
53.0,54.0,53.33,1.0,-0.42,-0.41,-0.42,-0.18,-0.17,-0.18,-0.9,-0.88,-0.89,0.0,0.0,14.0
54.0,54.0,54.0,1.0,-0.79,0.14,-0.21,-0.69,0.75,0.56,-0.94,-0.34,-0.67,0.0,0.0,14.0
54.0,57.0,55.17,1.0,-0.18,-0.18,-0.18,-0.58,-0.58,-0.58,-0.8,-0.79,-0.79,1.0,1.0,14.0
65.0,78.0,71.2,1.0,-0.09,-0.08,-0.08,-0.52,-0.5,-0.51,0.85,0.86,0.86,1.0,2.0,14.0
59.0,59.0,59.0,1.0,-0.07,-0.06,-0.07,0.16,0.17,0.17,-0.98,-0.98,-0.98,1.0,2.0,14.0
57.0,58.0,57.2,1.0,0.0,0.01,0.01,-0.99,-0.99,-0.99,-0.13,-0.13,-0.13,1.0,2.0,14.0
52.0,52.0,52.0,1.0,-0.43,0.01,-0.08,-0.39,0.27,-0.14,-1.02,-0.81,-0.96,1.0,2.0,14.0
51.0,53.0,52.0,1.0,-0.04,-0.04,-0.04,-0.36,-0.35,-0.36,0.93,0.94,0.94,1.0,2.0,14.0
61.0,64.0,62.33,1.0,0.0,0.01,0.01,-0.99,-0.99,-0.99,-0.14,-0.13,-0.13,1.0,2.0,14.0
59.0,83.0,71.0,1.0,0.03,0.04,0.03,-0.68,-0.67,-0.68,-0.73,-0.73,-0.73,1.0,2.0,14.0
57.0,59.0,58.17,1.0,-0.07,-0.06,-0.07,0.16,0.17,0.17,-0.99,-0.98,-0.98,1.0,2.0,14.0
55.0,56.0,55.8,1.0,-0.47,-0.46,-0.46,-0.6,-0.59,-0.59,-0.66,-0.65,-0.65,1.0,3.0,14.0
56.0,57.0,56.8,1.0,-0.34,-0.33,-0.33,-0.16,-0.14,-0.15,-0.93,-0.92,-0.93,1.0,2.0,14.0
52.0,53.0,52.17,1.0,-0.21,-0.21,-0.21,0.39,0.45,0.45,-0.89,-0.86,-0.87,1.0,3.0,14.0
55.0,56.0,55.83,1.0,0.0,0.01,0.01,-0.99,-0.99,-0.99,-0.14,-0.13,-0.13,1.0,2.0,14.0
63.0,71.0,67.6,1.0,-0.34,-0.33,-0.33,-0.14,-0.13,-0.14,-0.94,-0.92,-0.93,1.0,2.0,14.0
56.0,57.0,56.5,1.0,-0.47,-0.46,-0.46,-0.74,-0.73,-0.73,-0.5,-0.49,-0.49,1.0,3.0,14.0
55.0,56.0,55.83,1.0,0.03,0.04,0.03,-0.68,-0.68,-0.68,-0.73,-0.73,-0.73,1.0,2.0,14.0
52.0,53.0,52.2,1.0,-0.19,-0.18,-0.19,0.44,0.45,0.45,-0.88,-0.87,-0.87,1.0,3.0,14.0
55.0,65.0,60.17,1.0,-0.06,-0.05,-0.06,-1.0,-0.99,-1.0,-0.06,-0.05,-0.05,1.0,2.0,14.0
56.0,61.0,57.83,1.0,-0.05,-0.05,-0.05,-1.0,-1.0,-1.0,-0.05,-0.04,-0.05,1.0,2.0,14.0
52.0,52.0,52.0,1.0,-0.36,-0.34,-0.35,-0.44,-0.41,-0.42,-0.84,-0.83,-0.83,1.0,3.0,14.0
54.0,56.0,55.17,1.0,-0.42,-0.42,-0.42,-0.1,-0.09,-0.09,-0.91,-0.9,-0.9,1.0,3.0,14.0
57.0,58.0,57.33,1.0,-0.07,-0.06,-0.07,0.16,0.17,0.17,-0.99,-0.98,-0.98,1.0,2.0,14.0
56.0,57.0,56.17,1.0,-0.48,-0.46,-0.47,-0.57,-0.56,-0.56,-0.68,-0.67,-0.68,1.0,2.0,14.0
51.0,52.0,51.17,1.0,-0.43,-0.41,-0.41,-0.2,-0.19,-0.19,-0.89,-0.88,-0.89,1.0,1.0,14.0
55.0,58.0,57.0,1.0,-0.31,-0.3,-0.31,-0.74,-0.72,-0.73,-0.62,-0.59,-0.6,1.0,1.0,14.0
55.0,60.0,57.33,1.0,-0.28,-0.27,-0.28,-0.12,-0.11,-0.11,-0.96,-0.95,-0.95,1.0,2.0,14.0
57.0,58.0,57.6,1.0,-0.07,-0.06,-0.07,0.17,0.18,0.18,-0.98,-0.97,-0.98,1.0,2.0,14.0
90.0,93.0,91.83,1.0,-1.03,-0.79,-0.84,-0.71,0.59,0.01,-0.46,0.19,-0.27,0.0,0.0,22.0
80.0,82.0,80.57,0.99,-0.49,-0.48,-0.49,-0.73,-0.71,-0.72,-0.49,-0.47,-0.48,0.0,5.0,22.0
80.0,83.0,81.2,0.99,-0.62,-0.27,-0.51,-0.97,-0.6,-0.75,-0.6,0.41,-0.36,0.0,5.0,22.0
88.0,90.0,88.83,1.0,-0.81,-0.79,-0.8,-0.57,-0.56,-0.56,-0.2,-0.19,-0.19,0.0,0.0,22.0
84.0,85.0,84.33,0.99,-0.39,-0.39,-0.39,-0.09,-0.08,-0.09,-0.91,-0.91,-0.91,0.0,0.0,22.0
78.0,80.0,79.0,0.99,-0.74,-0.52,-0.57,-0.79,-0.6,-0.69,-0.6,0.06,-0.41,0.0,5.0,22.0
78.0,85.0,80.5,0.99,-0.57,-0.56,-0.56,-0.62,-0.61,-0.62,-0.54,-0.53,-0.54,0.0,5.0,22.0
72.0,78.0,75.4,0.99,-0.54,-0.52,-0.53,-0.74,-0.73,-0.74,-0.41,-0.4,-0.41,0.0,5.0,22.0
75.0,82.0,78.5,0.99,-0.54,-0.53,-0.53,-0.59,-0.58,-0.58,-0.61,-0.6,-0.6,0.0,5.0,22.0
80.0,81.0,80.17,1.04,-0.5,1.66,0.33,-0.59,1.26,0.39,-1.23,1.11,-0.31,0.0,5.0,22.0
86.0,92.0,89.67,1.0,-0.65,-0.64,-0.65,-0.59,-0.58,-0.59,-0.49,-0.47,-0.48,1.0,2.0,22.0
79.0,83.0,80.14,0.99,-0.63,-0.61,-0.62,-0.68,-0.67,-0.68,-0.39,-0.37,-0.38,1.0,3.0,22.0
87.0,88.0,87.5,1.0,-0.61,-0.6,-0.6,-0.77,-0.77,-0.77,-0.19,-0.18,-0.18,1.0,2.0,22.0
79.0,83.0,80.29,1.0,-0.63,-0.62,-0.62,-0.68,-0.67,-0.68,-0.39,-0.37,-0.38,1.0,1.0,22.0
81.0,81.0,81.0,1.0,-0.76,-0.75,-0.76,-0.28,-0.27,-0.27,-0.59,-0.58,-0.58,1.0,1.0,22.0
75.0,80.0,77.86,0.99,-0.56,-0.55,-0.56,-0.61,-0.6,-0.61,-0.56,-0.55,-0.55,1.0,2.0,22.0
74.0,76.0,74.83,0.99,-0.55,-0.53,-0.54,-0.38,-0.37,-0.37,-0.75,-0.74,-0.75,1.0,2.0,22.0
72.0,110.0,87.29,1.0,-0.63,-0.61,-0.62,-0.68,-0.67,-0.68,-0.39,-0.37,-0.38,1.0,3.0,22.0
87.0,88.0,87.4,1.0,-0.62,-0.6,-0.61,-0.77,-0.76,-0.76,-0.2,-0.18,-0.19,1.0,2.0,22.0
84.0,86.0,84.83,1.0,-0.66,-0.64,-0.65,-0.58,-0.57,-0.57,-0.5,-0.49,-0.49,1.0,2.0,22.0
76.0,80.0,77.83,0.99,-0.52,-0.51,-0.52,-0.68,-0.67,-0.68,-0.52,-0.51,-0.51,1.0,2.0,22.0
63.0,70.0,67.17,1.0,-0.59,-0.58,-0.58,0.24,0.25,0.25,-0.78,-0.77,-0.78,0.0,0.0,1.0
58.0,68.0,63.0,0.99,-0.03,-0.02,-0.02,-0.89,-0.88,-0.89,0.44,0.45,0.45,0.0,5.0,1.0
62.0,64.0,63.17,1.0,-0.59,-0.58,-0.58,0.24,0.26,0.25,-0.78,-0.77,-0.78,0.0,5.0,1.0
66.0,67.0,66.5,1.0,-0.56,-0.55,-0.55,0.31,0.32,0.31,-0.78,-0.77,-0.77,0.0,0.0,1.0
65.0,75.0,69.14,1.0,-0.56,-0.55,-0.55,0.31,0.32,0.32,-0.78,-0.77,-0.77,0.0,0.0,1.0
60.0,62.0,60.83,1.0,-0.59,-0.58,-0.58,0.24,0.26,0.25,-0.78,-0.77,-0.78,0.0,5.0,1.0
59.0,65.0,62.17,1.0,-0.55,-0.54,-0.55,0.37,0.39,0.38,-0.76,-0.74,-0.75,0.0,0.0,1.0
58.0,60.0,59.17,1.0,-0.41,-0.39,-0.4,-0.47,-0.45,-0.46,-0.8,-0.79,-0.79,0.0,5.0,1.0
55.0,63.0,59.5,0.99,-0.03,-0.02,-0.02,-0.89,-0.89,-0.89,0.44,0.45,0.44,0.0,5.0,1.0
