Min_hr,Max_hr,Mean_hr,Men_acc_sqrt,Min_acc_x,Max_acc_x,Mean_acc_x,Min_acc_y,Max_acc_y,Mean_acc_y,Min_acc_z,Max_acc_z,Mean_acc_z,Etiquetas binarias,Etiquetas multiclase,ID
58.0,59.0,58.4,1.0,-0.37,-0.36,-0.36,-0.16,-0.16,-0.16,0.92,0.92,0.92,1.0,3.0,25.0
57.0,61.0,58.8,1.0,-0.16,-0.15,-0.15,0.92,0.93,0.92,-0.35,-0.34,-0.35,1.0,1.0,25.0
58.0,61.0,59.67,1.0,-0.16,-0.15,-0.16,0.87,0.88,0.87,-0.46,-0.45,-0.45,1.0,2.0,25.0
59.0,63.0,60.83,0.99,-0.16,-0.15,-0.15,0.87,0.88,0.87,-0.46,-0.45,-0.45,1.0,2.0,25.0
62.0,63.0,62.67,0.99,-0.16,-0.15,-0.15,0.87,0.88,0.87,-0.46,-0.45,-0.45,1.0,2.0,25.0
65.0,67.0,66.0,1.0,-0.16,-0.15,-0.15,0.87,0.88,0.87,-0.46,-0.45,-0.45,1.0,2.0,25.0
63.0,70.0,65.33,1.0,-0.16,1.03,0.3,-0.54,0.88,0.34,-0.97,0.2,-0.39,0.0,0.0,25.0
60.0,65.0,62.83,0.99,-0.18,-0.17,-0.18,-0.08,-0.07,-0.07,-0.98,-0.97,-0.97,1.0,2.0,25.0
59.0,64.0,61.0,1.01,0.43,0.44,0.43,-0.46,-0.45,-0.45,0.78,0.79,0.79,1.0,2.0,25.0
68.0,78.0,72.29,1.0,-0.3,-0.29,-0.3,-0.06,-0.05,-0.05,0.95,0.96,0.96,0.0,5.0,25.0
57.0,66.0,62.8,1.0,-0.19,-0.18,-0.19,-0.34,-0.34,-0.34,0.92,0.93,0.92,0.0,5.0,25.0
60.0,73.0,65.67,1.0,-0.29,-0.28,-0.28,-0.54,-0.53,-0.54,0.79,0.8,0.79,0.0,5.0,25.0
59.0,59.0,59.0,1.0,-0.24,-0.23,-0.23,-0.62,-0.62,-0.62,0.74,0.75,0.75,0.0,5.0,25.0
64.0,72.0,65.67,1.0,-0.37,-0.12,-0.23,-0.63,-0.12,-0.6,0.73,0.96,0.76,0.0,5.0,25.0
59.0,65.0,61.83,1.0,-0.3,-0.29,-0.3,-0.58,-0.55,-0.58,0.74,0.76,0.76,0.0,5.0,25.0
61.0,66.0,63.17,1.0,-0.3,-0.29,-0.29,-0.59,-0.58,-0.58,0.75,0.76,0.76,0.0,5.0,25.0
66.0,68.0,66.8,1.0,-0.43,-0.42,-0.42,-0.42,-0.41,-0.42,0.8,0.81,0.8,1.0,2.0,25.0
54.0,60.0,56.8,1.0,-0.28,-0.27,-0.27,-0.57,-0.56,-0.56,0.78,0.78,0.78,1.0,2.0,25.0
64.0,73.0,68.0,0.99,-0.21,-0.18,-0.2,0.28,0.32,0.31,-0.93,-0.92,-0.92,1.0,1.0,25.0
57.0,64.0,61.67,0.99,-0.21,-0.19,-0.21,0.3,0.32,0.32,-0.92,-0.91,-0.92,1.0,2.0,25.0
67.0,69.0,67.8,0.99,-0.22,-0.2,-0.21,0.13,0.15,0.14,-0.96,-0.95,-0.96,0.0,0.0,25.0
62.0,67.0,63.2,1.0,0.27,0.29,0.28,0.37,0.38,0.37,-0.88,-0.87,-0.88,1.0,1.0,25.0
61.0,65.0,63.4,1.0,0.13,0.45,0.28,0.05,0.38,0.34,-0.97,-0.83,-0.89,1.0,2.0,25.0
61.0,63.0,61.5,1.0,0.37,0.38,0.38,0.71,0.73,0.72,-0.58,-0.57,-0.58,1.0,2.0,25.0
65.0,67.0,65.83,1.0,0.37,0.38,0.38,0.72,0.73,0.73,-0.58,-0.56,-0.57,1.0,2.0,25.0
68.0,85.0,75.83,1.01,-0.37,0.33,-0.02,-0.79,0.22,-0.27,-0.59,1.16,0.85,0.0,0.0,25.0
60.0,67.0,63.33,1.01,-0.05,-0.04,-0.04,-0.23,-0.22,-0.22,0.98,0.99,0.98,1.0,2.0,25.0
67.0,75.0,71.0,1.01,-0.13,0.12,0.02,-0.26,0.05,-0.03,0.91,1.06,1.0,0.0,0.0,25.0
62.0,75.0,69.33,1.01,-0.4,0.11,0.06,-0.63,-0.14,-0.16,0.71,1.02,0.99,1.0,1.0,25.0
60.0,72.0,65.33,1.0,-0.44,0.25,-0.07,-0.23,0.73,0.44,-1.03,-0.68,-0.87,1.0,1.0,25.0
57.0,60.0,59.0,0.99,0.14,0.15,0.14,0.15,0.17,0.16,-0.97,-0.97,-0.97,1.0,2.0,25.0
57.0,59.0,58.17,1.0,0.0,0.01,0.0,0.94,0.95,0.94,-0.34,-0.33,-0.33,1.0,2.0,25.0
69.0,78.0,70.8,1.0,0.08,0.09,0.08,0.92,0.93,0.92,-0.39,-0.38,-0.38,0.0,5.0,25.0
69.0,84.0,74.83,1.0,-0.0,0.86,0.24,-0.12,1.19,0.7,-0.91,-0.4,-0.6,0.0,5.0,25.0
61.0,62.0,61.6,1.0,0.51,0.53,0.52,-0.01,-0.0,-0.01,-0.86,-0.85,-0.85,0.0,5.0,25.0
55.0,72.0,60.83,1.01,0.4,0.41,0.4,-0.24,-0.23,-0.23,0.89,0.9,0.89,0.0,5.0,25.0
61.0,67.0,64.67,0.99,0.0,0.01,0.0,0.59,0.6,0.6,-0.8,-0.79,-0.79,0.0,5.0,25.0
66.0,77.0,68.67,1.0,-0.0,0.67,0.41,-0.36,0.57,-0.08,-2.2,-0.57,-0.9,0.0,5.0,25.0
59.0,62.0,60.71,1.01,0.29,0.3,0.29,0.35,0.37,0.36,0.88,0.9,0.89,1.0,2.0,25.0
57.0,59.0,58.17,1.01,0.2,0.2,0.2,-0.24,-0.23,-0.23,0.95,0.96,0.96,1.0,2.0,25.0
57.0,58.0,57.8,1.01,0.2,0.21,0.21,-0.24,-0.24,-0.24,0.95,0.96,0.96,1.0,2.0,25.0
59.0,59.0,59.0,1.01,0.2,0.21,0.21,-0.25,-0.24,-0.24,0.95,0.96,0.95,1.0,2.0,25.0
60.0,62.0,60.6,1.0,0.2,0.21,0.2,-0.25,-0.24,-0.24,0.95,0.96,0.95,1.0,2.0,25.0
59.0,59.0,59.0,1.0,0.2,0.21,0.21,-0.25,-0.24,-0.24,0.95,0.96,0.95,1.0,2.0,25.0
57.0,58.0,57.8,1.01,0.2,0.21,0.21,-0.25,-0.24,-0.24,0.95,0.96,0.95,1.0,2.0,25.0
57.0,59.0,57.8,1.01,0.2,0.21,0.21,-0.25,-0.24,-0.25,0.95,0.96,0.95,1.0,2.0,25.0
56.0,59.0,57.5,1.01,0.2,0.21,0.21,-0.25,-0.24,-0.25,0.95,0.96,0.95,1.0,3.0,25.0
59.0,59.0,59.0,1.0,0.2,0.21,0.21,-0.25,-0.24,-0.25,0.95,0.96,0.95,1.0,2.0,25.0
58.0,59.0,58.83,1.01,0.2,0.21,0.21,-0.25,-0.24,-0.25,0.95,0.96,0.95,1.0,3.0,25.0
52.0,55.0,53.33,0.99,-0.43,-0.42,-0.42,-0.51,-0.49,-0.5,-0.75,-0.73,-0.74,1.0,2.0,25.0
53.0,68.0,63.83,0.99,-0.44,-0.37,-0.43,-0.56,-0.46,-0.53,-0.8,-0.7,-0.72,1.0,2.0,25.0
52.0,56.0,54.17,0.99,-0.44,-0.43,-0.43,-0.55,-0.52,-0.53,-0.72,-0.7,-0.71,1.0,2.0,25.0
52.0,58.0,55.2,0.99,-0.44,-0.43,-0.43,-0.55,-0.52,-0.54,-0.72,-0.7,-0.71,0.0,5.0,25.0
62.0,64.0,62.83,1.0,-0.28,-0.27,-0.27,-0.16,-0.15,-0.16,0.95,0.96,0.95,0.0,5.0,25.0
58.0,66.0,62.57,1.0,-0.23,-0.22,-0.23,-0.13,-0.12,-0.12,0.97,0.97,0.97,0.0,0.0,25.0
59.0,66.0,62.5,0.99,-0.13,-0.12,-0.13,-0.53,-0.51,-0.52,-0.84,-0.82,-0.83,0.0,5.0,25.0
58.0,61.0,59.57,0.99,-0.11,-0.1,-0.1,-0.51,-0.5,-0.5,-0.86,-0.84,-0.85,0.0,5.0,25.0
65.0,67.0,65.6,0.99,-0.09,-0.08,-0.09,-0.51,-0.49,-0.5,-0.86,-0.84,-0.85,0.0,5.0,25.0
58.0,59.0,58.43,1.01,0.01,0.02,0.02,0.03,0.04,0.04,1.0,1.01,1.01,1.0,2.0,25.0
56.0,58.0,56.8,1.01,-0.01,0.0,-0.0,0.06,0.06,0.06,1.0,1.01,1.0,1.0,2.0,25.0
56.0,59.0,57.83,0.99,0.11,0.12,0.12,0.66,0.67,0.66,-0.74,-0.73,-0.73,1.0,2.0,25.0
58.0,64.0,60.0,1.0,0.11,0.12,0.12,0.66,0.67,0.67,-0.73,-0.72,-0.73,1.0,2.0,25.0
58.0,59.0,58.33,1.0,0.38,0.4,0.39,-0.23,-0.21,-0.22,-0.9,-0.88,-0.89,1.0,2.0,25.0
61.0,62.0,61.33,1.0,0.38,0.39,0.38,-0.24,-0.21,-0.22,-0.9,-0.88,-0.89,1.0,2.0,25.0
57.0,63.0,59.83,1.0,0.37,0.39,0.38,-0.24,-0.21,-0.22,-0.9,-0.88,-0.89,1.0,2.0,25.0
59.0,60.0,59.5,1.01,0.54,0.55,0.55,0.11,0.12,0.11,0.83,0.84,0.84,1.0,2.0,25.0
56.0,59.0,57.83,0.99,-0.12,-0.11,-0.12,0.77,0.78,0.78,-0.62,-0.61,-0.61,1.0,2.0,25.0
63.0,66.0,64.67,0.99,-0.12,-0.11,-0.12,0.78,0.79,0.78,-0.61,-0.6,-0.6,0.0,5.0,25.0
56.0,69.0,62.67,0.99,0.05,0.07,0.06,0.22,0.23,0.22,-0.97,-0.96,-0.97,0.0,5.0,25.0
58.0,68.0,63.17,0.99,-0.08,-0.05,-0.06,0.34,0.4,0.37,-0.93,-0.91,-0.92,0.0,5.0,25.0
59.0,75.0,70.8,0.99,-0.13,-0.1,-0.11,0.36,0.42,0.38,-0.92,-0.9,-0.91,0.0,5.0,25.0
66.0,69.0,67.0,0.99,-0.12,-0.11,-0.11,0.43,0.44,0.43,-0.89,-0.88,-0.89,0.0,5.0,25.0
80.0,87.0,83.8,1.0,0.02,0.39,0.1,-0.64,0.26,-0.03,-1.19,-0.66,-0.98,1.0,1.0,25.0
59.0,66.0,61.5,1.0,0.33,0.34,0.34,-0.94,-0.93,-0.93,0.14,0.15,0.15,0.0,5.0,25.0
59.0,64.0,61.0,1.0,-0.09,-0.08,-0.09,-0.45,-0.43,-0.44,0.89,0.9,0.9,1.0,2.0,25.0
55.0,63.0,57.4,1.01,-0.02,-0.01,-0.02,0.04,0.05,0.04,1.0,1.01,1.01,1.0,2.0,25.0
73.0,77.0,75.0,1.0,-0.02,-0.01,-0.01,0.72,0.73,0.72,-0.69,-0.68,-0.68,0.0,0.0,26.0
84.0,84.0,84.0,1.0,-0.71,-0.18,-0.46,0.66,0.99,0.83,-0.23,0.28,0.09,0.0,0.0,26.0
68.0,72.0,69.6,1.0,0.09,0.46,0.32,0.25,0.8,0.56,-0.92,-0.59,-0.74,0.0,0.0,26.0
73.0,74.0,73.71,1.0,0.25,0.26,0.26,0.67,0.68,0.67,-0.7,-0.69,-0.69,0.0,0.0,26.0
69.0,74.0,71.0,1.0,0.22,0.23,0.22,0.59,0.61,0.6,-0.77,-0.77,-0.77,0.0,0.0,26.0
67.0,71.0,69.0,1.0,-0.07,-0.0,-0.02,0.11,0.57,0.28,-1.04,-0.85,-0.94,1.0,1.0,26.0
66.0,68.0,66.67,1.0,-0.09,-0.07,-0.07,-0.04,0.01,0.0,-1.0,-0.99,-0.99,1.0,1.0,26.0
68.0,72.0,70.17,0.99,-0.03,-0.02,-0.03,-0.18,-0.17,-0.18,-0.98,-0.97,-0.98,1.0,2.0,26.0
67.0,68.0,67.83,0.99,-0.03,-0.02,-0.02,-0.19,-0.18,-0.19,-0.98,-0.97,-0.98,1.0,2.0,26.0
68.0,69.0,68.4,0.99,-0.03,-0.02,-0.02,-0.2,-0.19,-0.2,-0.99,-0.97,-0.98,1.0,2.0,26.0
68.0,70.0,69.0,0.99,-0.02,-0.02,-0.02,-0.2,-0.19,-0.2,-0.98,-0.97,-0.97,1.0,3.0,26.0
70.0,71.0,70.83,0.99,-0.02,-0.02,-0.02,-0.21,-0.2,-0.2,-0.98,-0.97,-0.97,1.0,3.0,26.0
69.0,71.0,70.17,0.99,-0.02,-0.01,-0.01,-0.2,-0.2,-0.2,-0.98,-0.97,-0.97,1.0,3.0,26.0
71.0,71.0,71.0,0.99,-0.02,-0.01,-0.01,-0.21,-0.2,-0.2,-0.98,-0.97,-0.97,1.0,3.0,26.0
71.0,72.0,71.17,0.99,-0.02,-0.01,-0.02,-0.21,-0.2,-0.2,-0.98,-0.97,-0.97,1.0,3.0,26.0
71.0,71.0,71.0,0.99,-0.02,-0.01,-0.01,-0.2,-0.2,-0.2,-0.98,-0.97,-0.97,1.0,3.0,26.0
70.0,72.0,71.33,0.99,-0.02,-0.01,-0.01,-0.21,-0.2,-0.2,-0.98,-0.97,-0.97,1.0,3.0,26.0
72.0,73.0,72.17,1.0,-0.01,-0.01,-0.01,-0.39,-0.37,-0.38,-0.93,-0.92,-0.92,1.0,2.0,26.0
72.0,73.0,72.33,0.99,-0.01,-0.0,-0.0,-0.37,-0.36,-0.37,-0.93,-0.92,-0.92,1.0,2.0,26.0
71.0,72.0,71.4,0.99,-0.01,0.0,-0.0,-0.38,-0.37,-0.37,-0.93,-0.92,-0.92,1.0,2.0,26.0
72.0,73.0,72.5,0.99,-0.01,0.0,-0.0,-0.38,-0.37,-0.37,-0.93,-0.92,-0.92,1.0,2.0,26.0
74.0,75.0,74.67,0.99,-0.01,0.0,-0.0,-0.38,-0.37,-0.37,-0.93,-0.92,-0.92,1.0,3.0,26.0
74.0,75.0,74.2,0.99,-0.01,0.0,-0.0,-0.38,-0.37,-0.38,-0.92,-0.92,-0.92,1.0,3.0,26.0
76.0,86.0,79.0,0.99,-0.01,0.0,-0.0,-0.38,-0.38,-0.38,-0.92,-0.92,-0.92,1.0,2.0,26.0
75.0,76.0,75.33,0.99,-0.01,-0.0,-0.0,-0.38,-0.38,-0.38,-0.92,-0.91,-0.92,1.0,2.0,26.0
76.0,76.0,76.0,0.99,-0.01,-0.0,-0.0,-0.38,-0.38,-0.38,-0.92,-0.92,-0.92,1.0,3.0,26.0
72.0,74.0,73.0,0.99,-0.03,-0.02,-0.03,-0.52,-0.5,-0.51,-0.86,-0.85,-0.85,1.0,2.0,26.0
76.0,77.0,76.2,0.99,-0.03,-0.02,-0.02,-0.52,-0.51,-0.52,-0.85,-0.84,-0.85,1.0,2.0,26.0
73.0,73.0,73.0,0.99,-0.09,-0.08,-0.09,-0.22,-0.16,-0.21,-0.98,-0.96,-0.97,1.0,2.0,26.0
73.0,77.0,74.67,0.99,-0.06,-0.05,-0.06,-0.33,-0.3,-0.33,-0.95,-0.93,-0.94,1.0,2.0,26.0
76.0,77.0,76.67,0.99,-0.13,-0.12,-0.12,-0.14,-0.14,-0.14,-0.98,-0.97,-0.98,0.0,5.0,26.0
75.0,77.0,76.5,0.99,-0.09,-0.08,-0.08,-0.31,-0.27,-0.29,-0.96,-0.93,-0.95,0.0,5.0,26.0
71.0,74.0,72.67,0.99,-0.28,-0.27,-0.27,0.02,0.04,0.03,-0.97,-0.94,-0.96,1.0,2.0,26.0
76.0,76.0,76.0,0.99,-0.28,-0.27,-0.28,-0.06,-0.03,-0.05,-0.96,-0.94,-0.95,0.0,5.0,26.0
72.0,75.0,73.0,0.99,0.01,0.02,0.02,-0.39,-0.37,-0.38,-0.93,-0.92,-0.92,1.0,2.0,26.0
74.0,75.0,74.83,0.99,0.02,0.02,0.02,-0.38,-0.38,-0.38,-0.92,-0.91,-0.92,1.0,2.0,26.0
68.0,69.0,68.33,0.99,-0.49,-0.48,-0.49,-0.02,-0.01,-0.01,-0.87,-0.86,-0.86,1.0,2.0,26.0
73.0,74.0,73.33,0.99,-0.49,-0.48,-0.48,-0.02,-0.01,-0.01,-0.87,-0.86,-0.87,1.0,2.0,26.0
72.0,72.0,72.0,0.99,-0.49,-0.48,-0.49,-0.02,-0.01,-0.01,-0.87,-0.86,-0.87,1.0,2.0,26.0
70.0,72.0,70.33,0.99,-0.53,-0.52,-0.53,-0.04,-0.03,-0.03,-0.84,-0.83,-0.84,1.0,2.0,26.0
67.0,73.0,71.33,0.99,-0.56,-0.55,-0.55,-0.03,-0.01,-0.02,-0.83,-0.82,-0.82,1.0,1.0,26.0
79.0,111.0,90.0,1.0,0.14,0.14,0.14,0.76,0.77,0.77,-0.63,-0.62,-0.62,0.0,0.0,26.0
76.0,83.0,78.83,1.0,-0.04,-0.03,-0.03,0.24,0.26,0.25,-0.98,-0.96,-0.96,1.0,1.0,26.0
71.0,74.0,72.8,1.0,-0.04,-0.03,-0.03,0.24,0.26,0.25,-0.97,-0.96,-0.96,1.0,2.0,26.0
70.0,77.0,73.0,1.0,-0.04,-0.03,-0.03,0.24,0.25,0.25,-0.97,-0.96,-0.97,1.0,2.0,26.0
69.0,72.0,71.0,0.99,-0.36,-0.35,-0.35,0.54,0.55,0.54,-0.76,-0.75,-0.76,1.0,2.0,26.0
72.0,73.0,72.17,0.99,-0.36,-0.35,-0.35,0.54,0.55,0.54,-0.76,-0.75,-0.75,1.0,2.0,26.0
70.0,72.0,70.83,0.99,-0.36,-0.35,-0.35,0.54,0.55,0.55,-0.76,-0.75,-0.75,1.0,2.0,26.0
67.0,71.0,68.83,0.99,-0.36,-0.35,-0.36,0.54,0.55,0.54,-0.76,-0.75,-0.75,1.0,2.0,26.0
68.0,72.0,70.0,0.99,-0.36,-0.35,-0.36,0.54,0.55,0.54,-0.76,-0.75,-0.75,1.0,2.0,26.0
62.0,70.0,66.5,0.99,-0.36,-0.35,-0.36,0.54,0.55,0.54,-0.76,-0.75,-0.75,1.0,2.0,26.0
68.0,79.0,72.2,0.99,-0.38,-0.34,-0.36,0.52,0.55,0.54,-0.77,-0.74,-0.75,1.0,1.0,26.0
69.0,70.0,69.2,0.99,-0.36,-0.35,-0.35,0.54,0.55,0.54,-0.76,-0.75,-0.76,1.0,2.0,26.0
68.0,74.0,70.5,0.99,-0.36,-0.35,-0.35,0.53,0.55,0.54,-0.76,-0.75,-0.76,1.0,2.0,26.0
74.0,77.0,76.33,0.99,-0.35,-0.35,-0.35,0.54,0.55,0.54,-0.76,-0.75,-0.75,0.0,5.0,26.0
76.0,77.0,76.5,0.99,-0.34,-0.33,-0.34,0.54,0.55,0.54,-0.76,-0.76,-0.76,0.0,5.0,26.0
74.0,77.0,75.67,1.0,-0.26,-0.25,-0.26,0.43,0.44,0.44,-0.86,-0.85,-0.86,0.0,5.0,26.0
72.0,75.0,73.0,0.99,-0.26,-0.25,-0.26,0.44,0.44,0.44,-0.86,-0.85,-0.85,0.0,5.0,26.0
69.0,74.0,71.67,0.99,-0.27,-0.23,-0.26,0.32,0.41,0.4,-0.91,-0.86,-0.87,0.0,5.0,26.0
72.0,74.0,73.0,0.99,-0.27,-0.26,-0.26,0.39,0.41,0.4,-0.88,-0.87,-0.87,0.0,5.0,26.0
68.0,72.0,69.33,0.99,-0.25,-0.24,-0.24,0.2,0.21,0.21,-0.95,-0.94,-0.94,1.0,2.0,26.0
69.0,70.0,69.83,1.0,-0.25,-0.24,-0.24,0.2,0.21,0.21,-0.95,-0.94,-0.94,1.0,2.0,26.0
69.0,70.0,69.83,1.0,-0.25,-0.24,-0.24,0.2,0.21,0.21,-0.95,-0.94,-0.94,1.0,2.0,26.0
68.0,69.0,68.5,1.0,-0.25,-0.24,-0.24,0.2,0.22,0.21,-0.95,-0.94,-0.94,1.0,2.0,26.0
68.0,69.0,68.8,0.99,-0.25,-0.24,-0.24,0.21,0.22,0.21,-0.95,-0.94,-0.94,1.0,2.0,26.0
68.0,69.0,68.33,1.0,-0.25,-0.24,-0.24,0.21,0.22,0.21,-0.94,-0.94,-0.94,1.0,3.0,26.0
68.0,70.0,68.4,1.0,-0.25,-0.24,-0.24,0.2,0.22,0.21,-0.95,-0.94,-0.94,1.0,3.0,26.0
67.0,68.0,67.6,1.0,-0.25,-0.24,-0.24,0.21,0.22,0.22,-0.95,-0.94,-0.94,1.0,3.0,26.0
65.0,68.0,67.0,1.0,-0.25,-0.24,-0.24,0.21,0.22,0.22,-0.95,-0.94,-0.94,1.0,3.0,26.0
67.0,68.0,67.5,1.0,-0.25,-0.24,-0.24,0.21,0.22,0.22,-0.94,-0.94,-0.94,1.0,3.0,26.0
68.0,68.0,68.0,1.0,-0.25,-0.24,-0.24,0.21,0.22,0.22,-0.94,-0.94,-0.94,1.0,3.0,26.0
65.0,68.0,66.29,1.0,-0.25,-0.24,-0.24,0.21,0.22,0.22,-0.94,-0.94,-0.94,1.0,3.0,26.0
67.0,68.0,67.67,1.0,-0.25,-0.24,-0.25,0.22,0.24,0.23,-0.94,-0.93,-0.94,1.0,3.0,26.0
66.0,67.0,66.5,1.0,-0.22,-0.21,-0.21,0.56,0.59,0.59,-0.78,-0.77,-0.78,1.0,1.0,26.0
70.0,72.0,71.0,1.0,-0.22,-0.21,-0.21,0.58,0.59,0.58,-0.78,-0.78,-0.78,1.0,2.0,26.0
66.0,71.0,68.2,1.0,-0.27,-0.26,-0.26,0.4,0.41,0.41,-0.87,-0.86,-0.87,0.0,5.0,26.0
70.0,73.0,71.5,0.99,-0.41,-0.39,-0.4,0.21,0.26,0.24,-0.89,-0.86,-0.87,0.0,5.0,26.0
70.0,76.0,72.17,0.99,-0.41,-0.39,-0.4,0.18,0.2,0.19,-0.89,-0.88,-0.89,0.0,5.0,26.0
68.0,72.0,70.0,0.99,-0.35,-0.34,-0.34,0.01,0.04,0.03,-0.96,-0.92,-0.93,1.0,2.0,26.0
66.0,68.0,66.83,0.99,-0.35,-0.34,-0.34,0.02,0.03,0.03,-0.94,-0.92,-0.93,1.0,2.0,26.0
67.0,69.0,68.0,0.99,-0.34,-0.33,-0.34,0.17,0.2,0.18,-0.92,-0.91,-0.92,1.0,2.0,26.0
66.0,68.0,67.2,0.99,-0.34,-0.33,-0.34,0.21,0.23,0.22,-0.91,-0.9,-0.91,1.0,2.0,26.0
67.0,70.0,69.0,0.99,-0.4,-0.39,-0.4,0.02,0.04,0.03,-0.92,-0.9,-0.91,1.0,2.0,26.0
68.0,69.0,68.6,0.99,-0.4,-0.39,-0.4,0.01,0.03,0.02,-0.92,-0.9,-0.91,1.0,2.0,26.0
65.0,68.0,66.8,0.99,-0.35,-0.34,-0.34,0.17,0.18,0.18,-0.92,-0.91,-0.92,1.0,2.0,26.0
68.0,69.0,68.67,0.99,-0.35,-0.34,-0.35,0.17,0.19,0.18,-0.92,-0.91,-0.92,1.0,2.0,26.0
68.0,73.0,71.5,0.99,-0.36,-0.34,-0.35,0.16,0.17,0.17,-0.93,-0.91,-0.92,0.0,5.0,26.0
73.0,101.0,81.2,0.99,-0.57,-0.18,-0.38,-1.11,0.3,-0.12,-0.97,-0.19,-0.86,0.0,5.0,26.0
73.0,75.0,74.33,0.99,-0.38,-0.37,-0.38,-0.05,-0.03,-0.04,-0.93,-0.92,-0.92,0.0,5.0,26.0
70.0,71.0,70.67,0.99,-0.38,-0.37,-0.38,-0.05,-0.03,-0.04,-0.92,-0.92,-0.92,0.0,5.0,26.0
69.0,71.0,69.6,0.99,-0.3,-0.29,-0.3,-0.6,-0.58,-0.59,-0.75,-0.73,-0.74,1.0,2.0,26.0
68.0,72.0,69.83,0.99,-0.35,-0.34,-0.35,0.21,0.22,0.22,-0.91,-0.9,-0.91,1.0,2.0,26.0
66.0,70.0,67.5,1.0,-0.32,-0.31,-0.32,0.86,0.87,0.86,-0.38,-0.38,-0.38,1.0,2.0,26.0
68.0,72.0,70.2,0.99,-0.32,-0.31,-0.31,0.86,0.87,0.87,-0.38,-0.37,-0.37,1.0,2.0,26.0
68.0,72.0,69.83,1.0,-0.32,-0.31,-0.31,0.86,0.87,0.87,-0.38,-0.37,-0.37,1.0,2.0,26.0
68.0,71.0,69.5,1.0,-0.31,-0.3,-0.31,0.84,0.85,0.85,-0.43,-0.42,-0.42,1.0,2.0,26.0
